dateDataRecieved,departAirportCode,departAirportName,arrivalAirportCode,arrivalAirportName,departDate,arrivalDate,depTime,arrivalTime,journeyDuration,flightNumber,routeGroup,JourneyType,availableSeats,totalNumberOfStops,totalPrice,currency,fareCount,farePublishedFare,flightKey
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-15,2023-05-15,08:55:00,11:05:00,02:10,FR 7831,LEISURE,SUN_BREAK,-1,1,77.09,EUR,1,77.09,FR~7831~ ~~CRL~05/15/2023 08:55~PMI~05/15/2023 11:05~~
2023-03-28,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-05-16,2023-05-16,07:20:00,11:45:00,03:25,FR 7986,LEISURE,SUN_BREAK,-1,1,178.39,EUR,1,185.99,FR~7986~ ~~CRL~05/16/2023 07:20~HER~05/16/2023 11:45~~
2023-03-28,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-16,2023-05-16,17:20:00,19:45:00,02:25,FR 7737,LEISURE,SUN_BREAK,-1,1,50.55,EUR,1,50.55,FR~7737~ ~~CRL~05/16/2023 17:20~BDS~05/16/2023 19:45~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-05-16,2023-05-16,19:20:00,21:35:00,02:15,FR 1302,LEISURE,SUN_BREAK,4,1,97.34,EUR,1,99.99,FR~1302~ ~~CRL~05/16/2023 19:20~NAP~05/16/2023 21:35~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-16,2023-05-16,15:35:00,18:05:00,02:30,FR 6269,LEISURE,SUN_BREAK,-1,1,95.99,EUR,1,206.99,FR~6269~ ~~CRL~05/16/2023 15:35~PMO~05/16/2023 18:05~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-16,2023-05-16,13:45:00,15:40:00,02:55,FR 2941,LEISURE,SUN_BREAK,2,1,84.62,EUR,1,84.62,FR~2941~ ~~CRL~05/16/2023 13:45~FAO~05/16/2023 15:40~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-16,2023-05-16,16:45:00,18:40:00,02:55,FR 6312,LEISURE,SUN_BREAK,3,1,62.39,EUR,1,67.99,FR~6312~ ~~CRL~05/16/2023 16:45~FAO~05/16/2023 18:40~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-16,2023-05-16,06:30:00,08:55:00,02:25,FR 3534,LEISURE,SUN_BREAK,-1,1,112.59,EUR,1,120.99,FR~3534~ ~~CRL~05/16/2023 06:30~ALC~05/16/2023 08:55~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-16,2023-05-16,12:15:00,14:40:00,02:25,FR 9053,LEISURE,SUN_BREAK,3,1,117.84,EUR,1,120.99,FR~9053~ ~~CRL~05/16/2023 12:15~ALC~05/16/2023 14:40~~
2023-03-28,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-16,2023-05-16,09:25:00,11:50:00,02:25,FR 6456,LEISURE,SUN_BREAK,5,1,161.84,EUR,1,161.84,FR~6456~ ~~CRL~05/16/2023 09:25~IBZ~05/16/2023 11:50~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-16,2023-05-16,16:00:00,18:45:00,02:45,FR 1916,LEISURE,SUN_BREAK,-1,1,82.99,EUR,1,90.99,FR~1916~ ~~CRL~05/16/2023 16:00~AGP~05/16/2023 18:45~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-16,2023-05-16,06:35:00,08:45:00,02:10,FR 7831,LEISURE,SUN_BREAK,-1,1,75.24,EUR,1,78.99,FR~7831~ ~~CRL~05/16/2023 06:35~PMI~05/16/2023 08:45~~
2023-03-28,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-16,2023-05-16,07:15:00,10:50:00,04:35,FR 563,CANARY,SUN_BREAK,3,1,122.11,EUR,1,124.99,FR~ 563~ ~~CRL~05/16/2023 07:15~TFS~05/16/2023 10:50~~
2023-03-28,BRU,Brussels,AGP,Malaga,2023-05-17,2023-05-17,10:05:00,13:00:00,02:55,FR 2923,LEISURE,SUN_BREAK,-1,1,323.27,EUR,1,323.27,FR~2923~ ~~BRU~05/17/2023 10:05~AGP~05/17/2023 13:00~~
2023-03-28,BRU,Brussels,PMI,Mallorca,2023-05-17,2023-05-17,17:25:00,19:40:00,02:15,FR 2915,LEISURE,SUN_BREAK,3,1,148.81,EUR,1,148.81,FR~2915~ ~~BRU~05/17/2023 17:25~PMI~05/17/2023 19:40~~
2023-03-28,CRL,Brussels (Charleroi),RHO,Rhodes,2023-05-17,2023-05-17,13:10:00,17:45:00,03:35,FR 8577,LEISURE,SUN_BREAK,1,1,148.31,EUR,1,148.31,FR~8577~ ~~CRL~05/17/2023 13:10~RHO~05/17/2023 17:45~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-05-17,2023-05-17,16:35:00,18:50:00,02:15,FR 1302,LEISURE,SUN_BREAK,3,1,215.84,EUR,1,215.84,FR~1302~ ~~CRL~05/17/2023 16:35~NAP~05/17/2023 18:50~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-17,2023-05-17,09:25:00,11:55:00,02:30,FR 6269,LEISURE,SUN_BREAK,5,1,139.22,EUR,1,329.22,FR~6269~ ~~CRL~05/17/2023 09:25~PMO~05/17/2023 11:55~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-17,2023-05-17,12:25:00,14:20:00,02:55,FR 2941,LEISURE,SUN_BREAK,-1,1,109.49,EUR,1,109.49,FR~2941~ ~~CRL~05/17/2023 12:25~FAO~05/17/2023 14:20~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-17,2023-05-17,16:20:00,18:15:00,02:55,FR 6312,LEISURE,SUN_BREAK,4,1,88.59,EUR,1,90.99,FR~6312~ ~~CRL~05/17/2023 16:20~FAO~05/17/2023 18:15~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-17,2023-05-17,10:00:00,12:25:00,02:25,FR 3534,LEISURE,SUN_BREAK,2,1,154.09,EUR,1,154.09,FR~3534~ ~~CRL~05/17/2023 10:00~ALC~05/17/2023 12:25~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-17,2023-05-17,14:45:00,17:10:00,02:25,FR 9053,LEISURE,SUN_BREAK,-1,1,153.99,EUR,1,160.99,FR~9053~ ~~CRL~05/17/2023 14:45~ALC~05/17/2023 17:10~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-17,2023-05-18,21:55:00,00:20:00,02:25,FR 6063,LEISURE,SUN_BREAK,-1,1,177.79,EUR,1,177.79,FR~6063~ ~~CRL~05/17/2023 21:55~ALC~05/18/2023 00:20~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-17,2023-05-17,06:45:00,09:30:00,02:45,FR 1916,LEISURE,SUN_BREAK,4,1,145.87,EUR,1,145.87,FR~1916~ ~~CRL~05/17/2023 06:45~AGP~05/17/2023 09:30~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-17,2023-05-17,06:55:00,09:05:00,02:10,FR 7831,LEISURE,SUN_BREAK,-1,1,205.99,EUR,1,214.99,FR~7831~ ~~CRL~05/17/2023 06:55~PMI~05/17/2023 09:05~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-05-18,2023-05-18,06:25:00,08:40:00,02:15,FR 1302,LEISURE,SUN_BREAK,4,1,165.27,EUR,1,165.27,FR~1302~ ~~CRL~05/18/2023 06:25~NAP~05/18/2023 08:40~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-18,2023-05-18,11:25:00,13:20:00,02:55,FR 2941,LEISURE,SUN_BREAK,4,1,116.69,EUR,1,116.69,FR~2941~ ~~CRL~05/18/2023 11:25~FAO~05/18/2023 13:20~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-18,2023-05-18,09:00:00,11:25:00,02:25,FR 9053,LEISURE,SUN_BREAK,-1,1,197.24,EUR,1,197.24,FR~9053~ ~~CRL~05/18/2023 09:00~ALC~05/18/2023 11:25~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-18,2023-05-18,15:05:00,17:30:00,02:25,FR 3534,LEISURE,SUN_BREAK,-1,1,153.99,EUR,1,160.99,FR~3534~ ~~CRL~05/18/2023 15:05~ALC~05/18/2023 17:30~~
2023-03-28,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-18,2023-05-18,10:20:00,12:45:00,02:25,FR 6456,LEISURE,SUN_BREAK,5,1,313.28,EUR,1,313.28,FR~6456~ ~~CRL~05/18/2023 10:20~IBZ~05/18/2023 12:45~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-18,2023-05-18,17:30:00,20:15:00,02:45,FR 1916,LEISURE,SUN_BREAK,5,1,149.79,EUR,1,160.99,FR~1916~ ~~CRL~05/18/2023 17:30~AGP~05/18/2023 20:15~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-18,2023-05-18,10:15:00,12:25:00,02:10,FR 7831,LEISURE,SUN_BREAK,4,1,171.49,EUR,1,171.49,FR~7831~ ~~CRL~05/18/2023 10:15~PMI~05/18/2023 12:25~~
2023-03-28,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-18,2023-05-18,20:00:00,23:35:00,04:35,FR 563,CANARY,SUN_BREAK,-1,1,106.52,EUR,1,106.52,FR~ 563~ ~~CRL~05/18/2023 20:00~TFS~05/18/2023 23:35~~
2023-03-28,BRU,Brussels,PMI,Mallorca,2023-05-19,2023-05-19,11:00:00,13:15:00,02:15,FR 2915,LEISURE,SUN_BREAK,4,1,148.81,EUR,1,148.81,FR~2915~ ~~BRU~05/19/2023 11:00~PMI~05/19/2023 13:15~~
2023-03-28,CRL,Brussels (Charleroi),RHO,Rhodes,2023-05-19,2023-05-19,07:55:00,12:30:00,03:35,FR 8577,LEISURE,SUN_BREAK,-1,1,151.29,EUR,1,154.99,FR~8577~ ~~CRL~05/19/2023 07:55~RHO~05/19/2023 12:30~~
2023-03-28,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-19,2023-05-19,07:00:00,09:25:00,02:25,FR 7737,LEISURE,SUN_BREAK,1,1,105.04,EUR,1,109.99,FR~7737~ ~~CRL~05/19/2023 07:00~BDS~05/19/2023 09:25~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-05-19,2023-05-19,09:10:00,11:25:00,02:15,FR 1302,LEISURE,SUN_BREAK,3,1,199.91,EUR,1,206.99,FR~1302~ ~~CRL~05/19/2023 09:10~NAP~05/19/2023 11:25~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-05-19,2023-05-19,20:00:00,22:15:00,02:15,FR 1310,LEISURE,SUN_BREAK,2,1,60.57,EUR,1,60.57,FR~1310~ ~~CRL~05/19/2023 20:00~NAP~05/19/2023 22:15~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-19,2023-05-19,16:35:00,19:05:00,02:30,FR 6269,LEISURE,SUN_BREAK,3,1,189.22,EUR,1,329.22,FR~6269~ ~~CRL~05/19/2023 16:35~PMO~05/19/2023 19:05~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-19,2023-05-19,07:05:00,09:00:00,02:55,FR 2941,LEISURE,SUN_BREAK,-1,1,116.69,EUR,1,116.69,FR~2941~ ~~CRL~05/19/2023 07:05~FAO~05/19/2023 09:00~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-19,2023-05-19,17:30:00,19:25:00,02:55,FR 6312,LEISURE,SUN_BREAK,1,1,96.99,EUR,1,96.99,FR~6312~ ~~CRL~05/19/2023 17:30~FAO~05/19/2023 19:25~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-19,2023-05-19,09:45:00,12:10:00,02:25,FR 3534,LEISURE,SUN_BREAK,2,1,117.84,EUR,1,120.99,FR~3534~ ~~CRL~05/19/2023 09:45~ALC~05/19/2023 12:10~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-19,2023-05-19,17:20:00,19:45:00,02:25,FR 9053,LEISURE,SUN_BREAK,-1,1,126.24,EUR,1,126.24,FR~9053~ ~~CRL~05/19/2023 17:20~ALC~05/19/2023 19:45~~
2023-03-28,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-19,2023-05-19,16:15:00,18:40:00,02:25,FR 6456,LEISURE,SUN_BREAK,-1,1,111.5,EUR,1,111.5,FR~6456~ ~~CRL~05/19/2023 16:15~IBZ~05/19/2023 18:40~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-19,2023-05-19,10:00:00,12:45:00,02:45,FR 1928,LEISURE,SUN_BREAK,5,1,135.29,EUR,1,139.99,FR~1928~ ~~CRL~05/19/2023 10:00~AGP~05/19/2023 12:45~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-19,2023-05-19,20:55:00,23:40:00,02:45,FR 1916,LEISURE,SUN_BREAK,1,1,67.12,EUR,1,67.12,FR~1916~ ~~CRL~05/19/2023 20:55~AGP~05/19/2023 23:40~~
2023-03-28,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-19,2023-05-19,06:30:00,10:05:00,04:35,FR 563,CANARY,SUN_BREAK,-1,1,104.69,EUR,1,108.99,FR~ 563~ ~~CRL~05/19/2023 06:30~TFS~05/19/2023 10:05~~
2023-03-28,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-05-20,2023-05-20,08:10:00,12:35:00,03:25,FR 7986,LEISURE,SUN_BREAK,1,1,137.47,EUR,1,141.99,FR~7986~ ~~CRL~05/20/2023 08:10~HER~05/20/2023 12:35~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-05-20,2023-05-20,07:45:00,10:00:00,02:15,FR 1302,LEISURE,SUN_BREAK,5,1,83.08,EUR,1,83.08,FR~1302~ ~~CRL~05/20/2023 07:45~NAP~05/20/2023 10:00~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-20,2023-05-20,21:30:00,23:59:00,02:29,FR 6269,LEISURE,SUN_BREAK,5,1,70.99,EUR,1,70.99,FR~6269~ ~~CRL~05/20/2023 21:30~PMO~05/20/2023 23:59~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-20,2023-05-20,11:05:00,13:00:00,02:55,FR 2941,LEISURE,SUN_BREAK,-1,1,100.49,EUR,1,104.99,FR~2941~ ~~CRL~05/20/2023 11:05~FAO~05/20/2023 13:00~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-20,2023-05-20,15:50:00,18:15:00,02:25,FR 3534,LEISURE,SUN_BREAK,2,1,101.39,EUR,1,101.39,FR~3534~ ~~CRL~05/20/2023 15:50~ALC~05/20/2023 18:15~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-20,2023-05-20,18:15:00,20:40:00,02:25,FR 9053,LEISURE,SUN_BREAK,1,1,100.59,EUR,1,100.59,FR~9053~ ~~CRL~05/20/2023 18:15~ALC~05/20/2023 20:40~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-20,2023-05-20,13:35:00,16:20:00,02:45,FR 1916,LEISURE,SUN_BREAK,-1,1,115.79,EUR,1,115.79,FR~1916~ ~~CRL~05/20/2023 13:35~AGP~05/20/2023 16:20~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-20,2023-05-20,17:20:00,19:30:00,02:10,FR 7831,LEISURE,SUN_BREAK,5,1,101.39,EUR,1,104.99,FR~7831~ ~~CRL~05/20/2023 17:20~PMI~05/20/2023 19:30~~
2023-03-28,BRU,Brussels,AGP,Malaga,2023-05-21,2023-05-21,09:55:00,12:50:00,02:55,FR 2923,LEISURE,SUN_BREAK,-1,1,93.73,EUR,1,96.99,FR~2923~ ~~BRU~05/21/2023 09:55~AGP~05/21/2023 12:50~~
2023-03-28,CRL,Brussels (Charleroi),CFU,Corfu,2023-05-21,2023-05-21,17:00:00,20:40:00,02:40,FR 6251,LEISURE,SUN_BREAK,-1,1,109.49,EUR,1,109.49,FR~6251~ ~~CRL~05/21/2023 17:00~CFU~05/21/2023 20:40~~
2023-03-28,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-21,2023-05-21,17:30:00,19:55:00,02:25,FR 7737,LEISURE,SUN_BREAK,-1,1,27.81,EUR,1,27.81,FR~7737~ ~~CRL~05/21/2023 17:30~BDS~05/21/2023 19:55~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-05-21,2023-05-21,09:45:00,12:00:00,02:15,FR 1302,LEISURE,SUN_BREAK,2,1,41.32,EUR,1,41.32,FR~1302~ ~~CRL~05/21/2023 09:45~NAP~05/21/2023 12:00~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-21,2023-05-21,16:45:00,18:40:00,02:55,FR 2941,LEISURE,SUN_BREAK,-1,1,75.99,EUR,1,78.99,FR~2941~ ~~CRL~05/21/2023 16:45~FAO~05/21/2023 18:40~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-21,2023-05-21,09:55:00,12:20:00,02:25,FR 3534,LEISURE,SUN_BREAK,-1,1,116.69,EUR,1,116.69,FR~3534~ ~~CRL~05/21/2023 09:55~ALC~05/21/2023 12:20~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-21,2023-05-21,15:00:00,17:25:00,02:25,FR 9053,LEISURE,SUN_BREAK,-1,1,100.49,EUR,1,104.99,FR~9053~ ~~CRL~05/21/2023 15:00~ALC~05/21/2023 17:25~~
2023-03-28,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-21,2023-05-21,07:30:00,09:55:00,02:25,FR 6456,LEISURE,SUN_BREAK,-1,1,89.92,EUR,1,89.92,FR~6456~ ~~CRL~05/21/2023 07:30~IBZ~05/21/2023 09:55~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-21,2023-05-22,21:30:00,00:15:00,02:45,FR 1916,LEISURE,SUN_BREAK,-1,1,37.73,EUR,1,38.99,FR~1916~ ~~CRL~05/21/2023 21:30~AGP~05/22/2023 00:15~~
2023-03-28,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-21,2023-05-21,12:35:00,16:10:00,04:35,FR 563,CANARY,SUN_BREAK,1,1,138.6,EUR,1,141.99,FR~ 563~ ~~CRL~05/21/2023 12:35~TFS~05/21/2023 16:10~~
2023-03-28,BRU,Brussels,AGP,Malaga,2023-05-22,2023-05-22,17:40:00,20:30:00,02:50,FR 2923,LEISURE,SUN_BREAK,5,1,81.17,EUR,1,84.99,FR~2923~ ~~BRU~05/22/2023 17:40~AGP~05/22/2023 20:30~~
2023-03-28,BRU,Brussels,PMI,Mallorca,2023-05-22,2023-05-22,20:25:00,22:40:00,02:15,FR 2915,LEISURE,SUN_BREAK,5,1,42.62,EUR,1,44.99,FR~2915~ ~~BRU~05/22/2023 20:25~PMI~05/22/2023 22:40~~
2023-03-28,CRL,Brussels (Charleroi),RHO,Rhodes,2023-05-22,2023-05-22,12:00:00,16:35:00,03:35,FR 8577,LEISURE,SUN_BREAK,2,1,112.29,EUR,1,112.29,FR~8577~ ~~CRL~05/22/2023 12:00~RHO~05/22/2023 16:35~~
2023-03-28,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-22,2023-05-22,20:55:00,23:20:00,02:25,FR 7737,LEISURE,SUN_BREAK,-1,1,21.99,EUR,1,21.99,FR~7737~ ~~CRL~05/22/2023 20:55~BDS~05/22/2023 23:20~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-05-22,2023-05-22,06:30:00,08:45:00,02:15,FR 1302,LEISURE,SUN_BREAK,-1,1,51.11,EUR,1,55.99,FR~1302~ ~~CRL~05/22/2023 06:30~NAP~05/22/2023 08:45~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-05-22,2023-05-22,09:30:00,11:45:00,02:15,FR 1310,LEISURE,SUN_BREAK,3,1,40.6,EUR,1,41.99,FR~1310~ ~~CRL~05/22/2023 09:30~NAP~05/22/2023 11:45~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-22,2023-05-22,12:05:00,14:35:00,02:30,FR 6269,LEISURE,SUN_BREAK,4,1,90.99,EUR,1,115.99,FR~6269~ ~~CRL~05/22/2023 12:05~PMO~05/22/2023 14:35~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-22,2023-05-22,18:00:00,19:55:00,02:55,FR 2941,LEISURE,SUN_BREAK,4,1,30.39,EUR,1,30.39,FR~2941~ ~~CRL~05/22/2023 18:00~FAO~05/22/2023 19:55~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-22,2023-05-22,16:55:00,19:20:00,02:25,FR 3534,LEISURE,SUN_BREAK,5,1,114.89,EUR,1,114.89,FR~3534~ ~~CRL~05/22/2023 16:55~ALC~05/22/2023 19:20~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-22,2023-05-22,19:20:00,22:05:00,02:45,FR 1916,LEISURE,SUN_BREAK,2,1,42.15,EUR,1,42.15,FR~1916~ ~~CRL~05/22/2023 19:20~AGP~05/22/2023 22:05~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-22,2023-05-22,08:55:00,11:05:00,02:10,FR 7831,LEISURE,SUN_BREAK,3,1,63.68,EUR,1,63.68,FR~7831~ ~~CRL~05/22/2023 08:55~PMI~05/22/2023 11:05~~
2023-03-28,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-05-23,2023-05-23,07:20:00,11:45:00,03:25,FR 7986,LEISURE,SUN_BREAK,-1,1,120.17,EUR,1,120.17,FR~7986~ ~~CRL~05/23/2023 07:20~HER~05/23/2023 11:45~~
2023-03-28,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-23,2023-05-23,17:20:00,19:45:00,02:25,FR 7737,LEISURE,SUN_BREAK,4,1,43.48,EUR,1,44.99,FR~7737~ ~~CRL~05/23/2023 17:20~BDS~05/23/2023 19:45~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-05-23,2023-05-23,19:20:00,21:35:00,02:15,FR 1302,LEISURE,SUN_BREAK,-1,1,24.99,EUR,1,24.99,FR~1302~ ~~CRL~05/23/2023 19:20~NAP~05/23/2023 21:35~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-23,2023-05-23,15:35:00,18:05:00,02:30,FR 6269,LEISURE,SUN_BREAK,5,1,71.99,EUR,1,71.99,FR~6269~ ~~CRL~05/23/2023 15:35~PMO~05/23/2023 18:05~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-23,2023-05-23,13:45:00,15:40:00,02:55,FR 2941,LEISURE,SUN_BREAK,2,1,32.99,EUR,1,32.99,FR~2941~ ~~CRL~05/23/2023 13:45~FAO~05/23/2023 15:40~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-23,2023-05-23,16:45:00,18:40:00,02:55,FR 6312,LEISURE,SUN_BREAK,4,1,27.99,EUR,1,27.99,FR~6312~ ~~CRL~05/23/2023 16:45~FAO~05/23/2023 18:40~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-23,2023-05-23,06:30:00,08:55:00,02:25,FR 3534,LEISURE,SUN_BREAK,3,1,100.59,EUR,1,100.59,FR~3534~ ~~CRL~05/23/2023 06:30~ALC~05/23/2023 08:55~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-23,2023-05-23,12:15:00,14:40:00,02:25,FR 9053,LEISURE,SUN_BREAK,3,1,96.99,EUR,1,96.99,FR~9053~ ~~CRL~05/23/2023 12:15~ALC~05/23/2023 14:40~~
2023-03-28,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-23,2023-05-23,09:25:00,11:50:00,02:25,FR 6456,LEISURE,SUN_BREAK,3,1,72.79,EUR,1,74.99,FR~6456~ ~~CRL~05/23/2023 09:25~IBZ~05/23/2023 11:50~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-23,2023-05-23,16:00:00,18:45:00,02:45,FR 1916,LEISURE,SUN_BREAK,-1,1,75.99,EUR,1,78.99,FR~1916~ ~~CRL~05/23/2023 16:00~AGP~05/23/2023 18:45~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-23,2023-05-23,06:35:00,08:45:00,02:10,FR 7831,LEISURE,SUN_BREAK,-1,1,24.99,EUR,1,24.99,FR~7831~ ~~CRL~05/23/2023 06:35~PMI~05/23/2023 08:45~~
2023-03-28,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-23,2023-05-23,07:15:00,10:50:00,04:35,FR 563,CANARY,SUN_BREAK,-1,1,113.29,EUR,1,113.29,FR~ 563~ ~~CRL~05/23/2023 07:15~TFS~05/23/2023 10:50~~
2023-03-28,BRU,Brussels,AGP,Malaga,2023-05-24,2023-05-24,10:05:00,13:00:00,02:55,FR 2923,LEISURE,SUN_BREAK,5,1,107.42,EUR,1,111.99,FR~2923~ ~~BRU~05/24/2023 10:05~AGP~05/24/2023 13:00~~
2023-03-28,BRU,Brussels,PMI,Mallorca,2023-05-24,2023-05-24,17:25:00,19:40:00,02:15,FR 2915,LEISURE,SUN_BREAK,-1,1,66.49,EUR,1,66.49,FR~2915~ ~~BRU~05/24/2023 17:25~PMI~05/24/2023 19:40~~
2023-03-28,CRL,Brussels (Charleroi),RHO,Rhodes,2023-05-24,2023-05-24,13:10:00,17:45:00,03:35,FR 8577,LEISURE,SUN_BREAK,4,1,72.34,EUR,1,72.34,FR~8577~ ~~CRL~05/24/2023 13:10~RHO~05/24/2023 17:45~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-05-24,2023-05-24,16:35:00,18:50:00,02:15,FR 1302,LEISURE,SUN_BREAK,3,1,28.32,EUR,1,28.32,FR~1302~ ~~CRL~05/24/2023 16:35~NAP~05/24/2023 18:50~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-24,2023-05-24,09:25:00,11:55:00,02:30,FR 6269,LEISURE,SUN_BREAK,-1,1,86.99,EUR,1,86.99,FR~6269~ ~~CRL~05/24/2023 09:25~PMO~05/24/2023 11:55~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-24,2023-05-24,12:25:00,14:20:00,02:55,FR 2941,LEISURE,SUN_BREAK,-1,1,57.05,EUR,1,57.05,FR~2941~ ~~CRL~05/24/2023 12:25~FAO~05/24/2023 14:20~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-05-24,2023-05-24,16:20:00,18:15:00,02:55,FR 6312,LEISURE,SUN_BREAK,-1,1,34.59,EUR,1,34.59,FR~6312~ ~~CRL~05/24/2023 16:20~FAO~05/24/2023 18:15~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-24,2023-05-24,10:00:00,12:25:00,02:25,FR 3534,LEISURE,SUN_BREAK,-1,1,82.74,EUR,1,82.74,FR~3534~ ~~CRL~05/24/2023 10:00~ALC~05/24/2023 12:25~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-24,2023-05-24,14:45:00,17:10:00,02:25,FR 9053,LEISURE,SUN_BREAK,-1,1,94.99,EUR,1,94.99,FR~9053~ ~~CRL~05/24/2023 14:45~ALC~05/24/2023 17:10~~
