dateDataRecieved,departAirportCode,departAirportName,arrivalAirportCode,arrivalAirportName,departDate,arrivalDate,depTime,arrivalTime,journeyDuration,flightNumber,routeGroup,JourneyType,availableSeats,totalNumberOfStops,totalPrice,currency,fareCount,farePublishedFare,flightKey
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-07-20,2023-07-20,06:25:00,08:40:00,02:15,FR 1302,LEISURE,SUN_BREAK,-1,1,110.84,EUR,1,115.99,FR~1302~ ~~CRL~07/20/2023 06:25~NAP~07/20/2023 08:40~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-20,2023-07-20,11:25:00,13:20:00,02:55,FR 2941,LEISURE,SUN_BREAK,5,1,179.99,EUR,1,185.99,FR~2941~ ~~CRL~07/20/2023 11:25~FAO~07/20/2023 13:20~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-20,2023-07-20,09:00:00,11:25:00,02:25,FR 9053,LEISURE,SUN_BREAK,4,1,153.99,EUR,1,160.99,FR~9053~ ~~CRL~07/20/2023 09:00~ALC~07/20/2023 11:25~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-20,2023-07-20,15:05:00,17:30:00,02:25,FR 3534,LEISURE,SUN_BREAK,-1,1,167.99,EUR,1,167.99,FR~3534~ ~~CRL~07/20/2023 15:05~ALC~07/20/2023 17:30~~
2023-03-28,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-20,2023-07-20,10:20:00,12:45:00,02:25,FR 6456,LEISURE,SUN_BREAK,2,1,91.88,EUR,1,91.88,FR~6456~ ~~CRL~07/20/2023 10:20~IBZ~07/20/2023 12:45~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-20,2023-07-20,17:30:00,20:15:00,02:45,FR 1916,LEISURE,SUN_BREAK,1,1,132.54,EUR,1,132.54,FR~1916~ ~~CRL~07/20/2023 17:30~AGP~07/20/2023 20:15~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-07-20,2023-07-20,10:15:00,12:25:00,02:10,FR 7831,LEISURE,SUN_BREAK,3,1,100.59,EUR,1,100.59,FR~7831~ ~~CRL~07/20/2023 10:15~PMI~07/20/2023 12:25~~
2023-03-28,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-20,2023-07-20,20:00:00,23:35:00,04:35,FR 563,CANARY,SUN_BREAK,-1,1,236.23,EUR,1,241.99,FR~ 563~ ~~CRL~07/20/2023 20:00~TFS~07/20/2023 23:35~~
2023-03-28,BRU,Brussels,PMI,Mallorca,2023-07-21,2023-07-21,11:00:00,13:15:00,02:15,FR 2915,LEISURE,SUN_BREAK,-1,1,238.39,EUR,1,238.39,FR~2915~ ~~BRU~07/21/2023 11:00~PMI~07/21/2023 13:15~~
2023-03-28,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-21,2023-07-21,07:55:00,12:30:00,03:35,FR 8577,LEISURE,SUN_BREAK,-1,1,257.56,EUR,1,257.56,FR~8577~ ~~CRL~07/21/2023 07:55~RHO~07/21/2023 12:30~~
2023-03-28,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-21,2023-07-21,07:00:00,09:25:00,02:25,FR 7737,LEISURE,SUN_BREAK,-1,1,265.32,EUR,1,277.22,FR~7737~ ~~CRL~07/21/2023 07:00~BDS~07/21/2023 09:25~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-07-21,2023-07-21,09:10:00,11:25:00,02:15,FR 1302,LEISURE,SUN_BREAK,3,1,139.77,EUR,1,139.77,FR~1302~ ~~CRL~07/21/2023 09:10~NAP~07/21/2023 11:25~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-07-21,2023-07-21,20:00:00,22:15:00,02:15,FR 1310,LEISURE,SUN_BREAK,-1,1,97.34,EUR,1,99.99,FR~1310~ ~~CRL~07/21/2023 20:00~NAP~07/21/2023 22:15~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-21,2023-07-21,16:35:00,19:05:00,02:30,FR 6269,LEISURE,SUN_BREAK,1,1,202.99,EUR,1,202.99,FR~6269~ ~~CRL~07/21/2023 16:35~PMO~07/21/2023 19:05~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-21,2023-07-21,07:05:00,09:00:00,02:55,FR 2941,LEISURE,SUN_BREAK,3,1,203.99,EUR,1,203.99,FR~2941~ ~~CRL~07/21/2023 07:05~FAO~07/21/2023 09:00~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-21,2023-07-21,17:30:00,19:25:00,02:55,FR 6312,LEISURE,SUN_BREAK,-1,1,202.49,EUR,1,202.49,FR~6312~ ~~CRL~07/21/2023 17:30~FAO~07/21/2023 19:25~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-21,2023-07-21,09:45:00,12:10:00,02:25,FR 3534,LEISURE,SUN_BREAK,-1,1,176.4,EUR,1,176.4,FR~3534~ ~~CRL~07/21/2023 09:45~ALC~07/21/2023 12:10~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-21,2023-07-21,17:20:00,19:45:00,02:25,FR 9053,LEISURE,SUN_BREAK,-1,1,177.79,EUR,1,177.79,FR~9053~ ~~CRL~07/21/2023 17:20~ALC~07/21/2023 19:45~~
2023-03-28,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-21,2023-07-21,16:15:00,18:40:00,02:25,FR 6456,LEISURE,SUN_BREAK,-1,1,110.61,EUR,1,110.61,FR~6456~ ~~CRL~07/21/2023 16:15~IBZ~07/21/2023 18:40~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-21,2023-07-21,10:00:00,12:45:00,02:45,FR 1928,LEISURE,SUN_BREAK,5,1,203.99,EUR,1,203.99,FR~1928~ ~~CRL~07/21/2023 10:00~AGP~07/21/2023 12:45~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-21,2023-07-21,20:55:00,23:40:00,02:45,FR 1916,LEISURE,SUN_BREAK,3,1,116.79,EUR,1,120.99,FR~1916~ ~~CRL~07/21/2023 20:55~AGP~07/21/2023 23:40~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-07-21,2023-07-21,19:00:00,21:00:00,02:00,FR 7831,LEISURE,SUN_BREAK,5,1,145.87,EUR,1,145.87,FR~7831~ ~~CRL~07/21/2023 19:00~PMI~07/21/2023 21:00~~
2023-03-28,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-21,2023-07-21,06:30:00,10:05:00,04:35,FR 563,CANARY,SUN_BREAK,4,1,304.85,EUR,1,304.85,FR~ 563~ ~~CRL~07/21/2023 06:30~TFS~07/21/2023 10:05~~
2023-03-28,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-07-22,2023-07-22,08:10:00,12:35:00,03:25,FR 7986,LEISURE,SUN_BREAK,-1,1,287.09,EUR,1,287.09,FR~7986~ ~~CRL~07/22/2023 08:10~HER~07/22/2023 12:35~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-07-22,2023-07-22,07:45:00,10:00:00,02:15,FR 1302,LEISURE,SUN_BREAK,1,1,146.7,EUR,1,146.7,FR~1302~ ~~CRL~07/22/2023 07:45~NAP~07/22/2023 10:00~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-22,2023-07-22,21:30:00,23:59:00,02:29,FR 6269,LEISURE,SUN_BREAK,-1,1,170.99,EUR,1,170.99,FR~6269~ ~~CRL~07/22/2023 21:30~PMO~07/22/2023 23:59~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-22,2023-07-22,11:05:00,13:00:00,02:55,FR 2941,LEISURE,SUN_BREAK,-1,1,238.39,EUR,1,238.39,FR~2941~ ~~CRL~07/22/2023 11:05~FAO~07/22/2023 13:00~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-22,2023-07-22,15:50:00,18:15:00,02:25,FR 3534,LEISURE,SUN_BREAK,4,1,202.49,EUR,1,202.49,FR~3534~ ~~CRL~07/22/2023 15:50~ALC~07/22/2023 18:15~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-22,2023-07-22,13:35:00,16:20:00,02:45,FR 1916,LEISURE,SUN_BREAK,1,1,205.49,EUR,1,205.49,FR~1916~ ~~CRL~07/22/2023 13:35~AGP~07/22/2023 16:20~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-07-22,2023-07-22,17:20:00,19:30:00,02:10,FR 7831,LEISURE,SUN_BREAK,-1,1,132.54,EUR,1,132.54,FR~7831~ ~~CRL~07/22/2023 17:20~PMI~07/22/2023 19:30~~
2023-03-28,BRU,Brussels,AGP,Malaga,2023-07-23,2023-07-23,09:55:00,12:50:00,02:55,FR 2923,LEISURE,SUN_BREAK,-1,1,162.53,EUR,1,162.53,FR~2923~ ~~BRU~07/23/2023 09:55~AGP~07/23/2023 12:50~~
2023-03-28,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-23,2023-07-23,17:00:00,20:40:00,02:40,FR 6251,LEISURE,SUN_BREAK,-1,1,202.49,EUR,1,202.49,FR~6251~ ~~CRL~07/23/2023 17:00~CFU~07/23/2023 20:40~~
2023-03-28,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-23,2023-07-23,17:30:00,19:55:00,02:25,FR 7737,LEISURE,SUN_BREAK,-1,1,193.86,EUR,1,198.99,FR~7737~ ~~CRL~07/23/2023 17:30~BDS~07/23/2023 19:55~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-07-23,2023-07-23,09:45:00,12:00:00,02:15,FR 1302,LEISURE,SUN_BREAK,5,1,129.37,EUR,1,133.99,FR~1302~ ~~CRL~07/23/2023 09:45~NAP~07/23/2023 12:00~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-23,2023-07-23,16:45:00,18:40:00,02:55,FR 2941,LEISURE,SUN_BREAK,-1,1,149.79,EUR,1,160.99,FR~2941~ ~~CRL~07/23/2023 16:45~FAO~07/23/2023 18:40~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-23,2023-07-23,19:45:00,21:40:00,02:55,FR 6312,LEISURE,SUN_BREAK,-1,1,179.19,EUR,1,179.19,FR~6312~ ~~CRL~07/23/2023 19:45~FAO~07/23/2023 21:40~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-23,2023-07-23,09:55:00,12:20:00,02:25,FR 3534,LEISURE,SUN_BREAK,1,1,181.49,EUR,1,185.99,FR~3534~ ~~CRL~07/23/2023 09:55~ALC~07/23/2023 12:20~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-23,2023-07-23,15:00:00,17:25:00,02:25,FR 9053,LEISURE,SUN_BREAK,-1,1,197.24,EUR,1,197.24,FR~9053~ ~~CRL~07/23/2023 15:00~ALC~07/23/2023 17:25~~
2023-03-28,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-23,2023-07-23,07:30:00,09:55:00,02:25,FR 6456,LEISURE,SUN_BREAK,1,1,106.63,EUR,1,106.63,FR~6456~ ~~CRL~07/23/2023 07:30~IBZ~07/23/2023 09:55~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-23,2023-07-24,21:30:00,00:15:00,02:45,FR 1916,LEISURE,SUN_BREAK,-1,1,135.29,EUR,1,139.99,FR~1916~ ~~CRL~07/23/2023 21:30~AGP~07/24/2023 00:15~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-07-23,2023-07-23,09:35:00,11:45:00,02:10,FR 7831,LEISURE,SUN_BREAK,2,1,155.27,EUR,1,155.27,FR~7831~ ~~CRL~07/23/2023 09:35~PMI~07/23/2023 11:45~~
2023-03-28,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-23,2023-07-23,12:35:00,16:10:00,04:35,FR 563,CANARY,SUN_BREAK,-1,1,302.94,EUR,1,324.22,FR~ 563~ ~~CRL~07/23/2023 12:35~TFS~07/23/2023 16:10~~
2023-03-28,BRU,Brussels,AGP,Malaga,2023-07-24,2023-07-24,17:40:00,20:30:00,02:50,FR 2923,LEISURE,SUN_BREAK,1,1,139.76,EUR,1,139.76,FR~2923~ ~~BRU~07/24/2023 17:40~AGP~07/24/2023 20:30~~
2023-03-28,BRU,Brussels,PMI,Mallorca,2023-07-24,2023-07-24,20:25:00,22:40:00,02:15,FR 2915,LEISURE,SUN_BREAK,-1,1,72.99,EUR,1,78.99,FR~2915~ ~~BRU~07/24/2023 20:25~PMI~07/24/2023 22:40~~
2023-03-28,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-24,2023-07-24,19:20:00,23:00:00,02:40,FR 6251,LEISURE,SUN_BREAK,-1,1,160.99,EUR,1,160.99,FR~6251~ ~~CRL~07/24/2023 19:20~CFU~07/24/2023 23:00~~
2023-03-28,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-24,2023-07-24,12:00:00,16:35:00,03:35,FR 8577,LEISURE,SUN_BREAK,1,1,253.78,EUR,1,253.78,FR~8577~ ~~CRL~07/24/2023 12:00~RHO~07/24/2023 16:35~~
2023-03-28,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-24,2023-07-24,20:55:00,23:20:00,02:25,FR 7737,LEISURE,SUN_BREAK,-1,1,101.41,EUR,1,101.41,FR~7737~ ~~CRL~07/24/2023 20:55~BDS~07/24/2023 23:20~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-07-24,2023-07-24,06:30:00,08:45:00,02:15,FR 1302,LEISURE,SUN_BREAK,-1,1,147.86,EUR,1,147.86,FR~1302~ ~~CRL~07/24/2023 06:30~NAP~07/24/2023 08:45~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-07-24,2023-07-24,09:30:00,11:45:00,02:15,FR 1310,LEISURE,SUN_BREAK,5,1,165.27,EUR,1,165.27,FR~1310~ ~~CRL~07/24/2023 09:30~NAP~07/24/2023 11:45~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-24,2023-07-24,12:05:00,14:35:00,02:30,FR 6269,LEISURE,SUN_BREAK,5,1,188.99,EUR,1,188.99,FR~6269~ ~~CRL~07/24/2023 12:05~PMO~07/24/2023 14:35~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-24,2023-07-24,18:00:00,19:55:00,02:55,FR 2941,LEISURE,SUN_BREAK,4,1,154.09,EUR,1,154.09,FR~2941~ ~~CRL~07/24/2023 18:00~FAO~07/24/2023 19:55~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-24,2023-07-24,16:55:00,19:20:00,02:25,FR 3534,LEISURE,SUN_BREAK,2,1,148.81,EUR,1,148.81,FR~3534~ ~~CRL~07/24/2023 16:55~ALC~07/24/2023 19:20~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-24,2023-07-24,19:20:00,22:05:00,02:45,FR 1916,LEISURE,SUN_BREAK,-1,1,181.49,EUR,1,185.99,FR~1916~ ~~CRL~07/24/2023 19:20~AGP~07/24/2023 22:05~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-07-24,2023-07-24,08:30:00,10:40:00,02:10,FR 7831,LEISURE,SUN_BREAK,-1,1,133.59,EUR,1,133.59,FR~7831~ ~~CRL~07/24/2023 08:30~PMI~07/24/2023 10:40~~
2023-03-28,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-07-25,2023-07-25,07:20:00,11:45:00,03:25,FR 7986,LEISURE,SUN_BREAK,1,1,179.31,EUR,1,179.31,FR~7986~ ~~CRL~07/25/2023 07:20~HER~07/25/2023 11:45~~
2023-03-28,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-25,2023-07-25,17:20:00,19:45:00,02:25,FR 7737,LEISURE,SUN_BREAK,5,1,106.11,EUR,1,106.11,FR~7737~ ~~CRL~07/25/2023 17:20~BDS~07/25/2023 19:45~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-07-25,2023-07-25,19:20:00,21:35:00,02:15,FR 1302,LEISURE,SUN_BREAK,-1,1,72.05,EUR,1,74.99,FR~1302~ ~~CRL~07/25/2023 19:20~NAP~07/25/2023 21:35~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-25,2023-07-25,15:35:00,18:05:00,02:30,FR 6269,LEISURE,SUN_BREAK,1,1,176.99,EUR,1,176.99,FR~6269~ ~~CRL~07/25/2023 15:35~PMO~07/25/2023 18:05~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-25,2023-07-25,13:45:00,15:40:00,02:55,FR 2941,LEISURE,SUN_BREAK,4,1,145.87,EUR,1,145.87,FR~2941~ ~~CRL~07/25/2023 13:45~FAO~07/25/2023 15:40~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-25,2023-07-25,16:45:00,18:40:00,02:55,FR 6312,LEISURE,SUN_BREAK,-1,1,128.87,EUR,1,128.87,FR~6312~ ~~CRL~07/25/2023 16:45~FAO~07/25/2023 18:40~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-25,2023-07-25,06:30:00,08:55:00,02:25,FR 3534,LEISURE,SUN_BREAK,-1,1,135.29,EUR,1,139.99,FR~3534~ ~~CRL~07/25/2023 06:30~ALC~07/25/2023 08:55~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-25,2023-07-25,12:15:00,14:40:00,02:25,FR 9053,LEISURE,SUN_BREAK,1,1,179.19,EUR,1,179.19,FR~9053~ ~~CRL~07/25/2023 12:15~ALC~07/25/2023 14:40~~
2023-03-28,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-25,2023-07-25,09:25:00,11:50:00,02:25,FR 6456,LEISURE,SUN_BREAK,5,1,112.9,EUR,1,115.99,FR~6456~ ~~CRL~07/25/2023 09:25~IBZ~07/25/2023 11:50~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-25,2023-07-25,16:00:00,18:45:00,02:45,FR 1916,LEISURE,SUN_BREAK,2,1,126.24,EUR,1,126.24,FR~1916~ ~~CRL~07/25/2023 16:00~AGP~07/25/2023 18:45~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-07-25,2023-07-25,06:35:00,08:45:00,02:10,FR 7831,LEISURE,SUN_BREAK,-1,1,116.79,EUR,1,120.99,FR~7831~ ~~CRL~07/25/2023 06:35~PMI~07/25/2023 08:45~~
2023-03-28,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-25,2023-07-25,07:15:00,10:50:00,04:35,FR 563,CANARY,SUN_BREAK,-1,1,292.64,EUR,1,292.64,FR~ 563~ ~~CRL~07/25/2023 07:15~TFS~07/25/2023 10:50~~
2023-03-28,BRU,Brussels,AGP,Malaga,2023-07-26,2023-07-26,10:05:00,13:00:00,02:55,FR 2923,LEISURE,SUN_BREAK,1,1,143.21,EUR,1,146.99,FR~2923~ ~~BRU~07/26/2023 10:05~AGP~07/26/2023 13:00~~
2023-03-28,BRU,Brussels,PMI,Mallorca,2023-07-26,2023-07-26,17:25:00,19:40:00,02:15,FR 2915,LEISURE,SUN_BREAK,5,1,112.74,EUR,1,112.74,FR~2915~ ~~BRU~07/26/2023 17:25~PMI~07/26/2023 19:40~~
2023-03-28,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-26,2023-07-26,08:05:00,11:45:00,02:40,FR 6251,LEISURE,SUN_BREAK,2,1,180.19,EUR,1,180.19,FR~6251~ ~~CRL~07/26/2023 08:05~CFU~07/26/2023 11:45~~
2023-03-28,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-26,2023-07-26,13:10:00,17:45:00,03:35,FR 8577,LEISURE,SUN_BREAK,-1,1,195.38,EUR,1,195.38,FR~8577~ ~~CRL~07/26/2023 13:10~RHO~07/26/2023 17:45~~
2023-03-28,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-26,2023-07-26,20:55:00,23:20:00,02:25,FR 7737,LEISURE,SUN_BREAK,4,1,79.97,EUR,1,81.99,FR~7737~ ~~CRL~07/26/2023 20:55~BDS~07/26/2023 23:20~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-07-26,2023-07-26,16:35:00,18:50:00,02:15,FR 1302,LEISURE,SUN_BREAK,-1,1,84.08,EUR,1,84.08,FR~1302~ ~~CRL~07/26/2023 16:35~NAP~07/26/2023 18:50~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-26,2023-07-26,09:25:00,11:55:00,02:30,FR 6269,LEISURE,SUN_BREAK,5,1,169.99,EUR,1,206.99,FR~6269~ ~~CRL~07/26/2023 09:25~PMO~07/26/2023 11:55~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-26,2023-07-26,12:25:00,14:20:00,02:55,FR 2941,LEISURE,SUN_BREAK,3,1,118.84,EUR,1,120.99,FR~2941~ ~~CRL~07/26/2023 12:25~FAO~07/26/2023 14:20~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-26,2023-07-26,16:20:00,18:15:00,02:55,FR 6312,LEISURE,SUN_BREAK,-1,1,117.69,EUR,1,117.69,FR~6312~ ~~CRL~07/26/2023 16:20~FAO~07/26/2023 18:15~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-26,2023-07-26,10:00:00,12:25:00,02:25,FR 3534,LEISURE,SUN_BREAK,-1,1,134.59,EUR,1,134.59,FR~3534~ ~~CRL~07/26/2023 10:00~ALC~07/26/2023 12:25~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-26,2023-07-26,14:45:00,17:10:00,02:25,FR 9053,LEISURE,SUN_BREAK,5,1,155.09,EUR,1,155.09,FR~9053~ ~~CRL~07/26/2023 14:45~ALC~07/26/2023 17:10~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-26,2023-07-27,21:55:00,00:20:00,02:25,FR 6063,LEISURE,SUN_BREAK,5,1,117.69,EUR,1,117.69,FR~6063~ ~~CRL~07/26/2023 21:55~ALC~07/27/2023 00:20~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-26,2023-07-26,06:45:00,09:30:00,02:45,FR 1916,LEISURE,SUN_BREAK,5,1,118.84,EUR,1,120.99,FR~1916~ ~~CRL~07/26/2023 06:45~AGP~07/26/2023 09:30~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-07-26,2023-07-26,06:55:00,09:05:00,02:10,FR 7831,LEISURE,SUN_BREAK,3,1,102.39,EUR,1,104.99,FR~7831~ ~~CRL~07/26/2023 06:55~PMI~07/26/2023 09:05~~
2023-03-28,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-27,2023-07-27,18:20:00,22:00:00,02:40,FR 6251,LEISURE,SUN_BREAK,1,1,155.27,EUR,1,155.27,FR~6251~ ~~CRL~07/27/2023 18:20~CFU~07/27/2023 22:00~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-07-27,2023-07-27,06:25:00,08:40:00,02:15,FR 1302,LEISURE,SUN_BREAK,-1,1,70.13,EUR,1,70.13,FR~1302~ ~~CRL~07/27/2023 06:25~NAP~07/27/2023 08:40~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-27,2023-07-27,11:25:00,13:20:00,02:55,FR 2941,LEISURE,SUN_BREAK,-1,1,132.54,EUR,1,132.54,FR~2941~ ~~CRL~07/27/2023 11:25~FAO~07/27/2023 13:20~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-27,2023-07-27,09:00:00,11:25:00,02:25,FR 9053,LEISURE,SUN_BREAK,-1,1,132.54,EUR,1,132.54,FR~9053~ ~~CRL~07/27/2023 09:00~ALC~07/27/2023 11:25~~
2023-03-28,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-27,2023-07-27,15:05:00,17:30:00,02:25,FR 3534,LEISURE,SUN_BREAK,-1,1,117.84,EUR,1,120.99,FR~3534~ ~~CRL~07/27/2023 15:05~ALC~07/27/2023 17:30~~
2023-03-28,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-27,2023-07-27,10:20:00,12:45:00,02:25,FR 6456,LEISURE,SUN_BREAK,-1,1,67.64,EUR,1,74.99,FR~6456~ ~~CRL~07/27/2023 10:20~IBZ~07/27/2023 12:45~~
2023-03-28,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-27,2023-07-27,17:30:00,20:15:00,02:45,FR 1916,LEISURE,SUN_BREAK,-1,1,117.84,EUR,1,120.99,FR~1916~ ~~CRL~07/27/2023 17:30~AGP~07/27/2023 20:15~~
2023-03-28,CRL,Brussels (Charleroi),PMI,Mallorca,2023-07-27,2023-07-27,10:15:00,12:25:00,02:10,FR 7831,LEISURE,SUN_BREAK,-1,1,99.8,EUR,1,99.8,FR~7831~ ~~CRL~07/27/2023 10:15~PMI~07/27/2023 12:25~~
2023-03-28,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-27,2023-07-27,20:00:00,23:35:00,04:35,FR 563,CANARY,SUN_BREAK,-1,1,181.44,EUR,1,185.99,FR~ 563~ ~~CRL~07/27/2023 20:00~TFS~07/27/2023 23:35~~
2023-03-28,BRU,Brussels,PMI,Mallorca,2023-07-28,2023-07-28,11:00:00,13:15:00,02:15,FR 2915,LEISURE,SUN_BREAK,3,1,99.8,EUR,1,99.8,FR~2915~ ~~BRU~07/28/2023 11:00~PMI~07/28/2023 13:15~~
2023-03-28,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-28,2023-07-28,07:55:00,12:30:00,03:35,FR 8577,LEISURE,SUN_BREAK,1,1,173.52,EUR,1,177.99,FR~8577~ ~~CRL~07/28/2023 07:55~RHO~07/28/2023 12:30~~
2023-03-28,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-28,2023-07-28,07:00:00,09:25:00,02:25,FR 7737,LEISURE,SUN_BREAK,2,1,107.02,EUR,1,109.99,FR~7737~ ~~CRL~07/28/2023 07:00~BDS~07/28/2023 09:25~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-07-28,2023-07-28,09:10:00,11:25:00,02:15,FR 1302,LEISURE,SUN_BREAK,2,1,73.21,EUR,1,73.21,FR~1302~ ~~CRL~07/28/2023 09:10~NAP~07/28/2023 11:25~~
2023-03-28,CRL,Brussels (Charleroi),NAP,Naples,2023-07-28,2023-07-28,20:00:00,22:15:00,02:15,FR 1310,LEISURE,SUN_BREAK,4,1,62.25,EUR,1,64.99,FR~1310~ ~~CRL~07/28/2023 20:00~NAP~07/28/2023 22:15~~
2023-03-28,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-28,2023-07-28,16:35:00,19:05:00,02:30,FR 6269,LEISURE,SUN_BREAK,-1,1,169.99,EUR,1,169.99,FR~6269~ ~~CRL~07/28/2023 16:35~PMO~07/28/2023 19:05~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-28,2023-07-28,07:05:00,09:00:00,02:55,FR 2941,LEISURE,SUN_BREAK,2,1,136.47,EUR,1,139.99,FR~2941~ ~~CRL~07/28/2023 07:05~FAO~07/28/2023 09:00~~
2023-03-28,CRL,Brussels (Charleroi),FAO,Faro,2023-07-28,2023-07-28,17:30:00,19:25:00,02:55,FR 6312,LEISURE,SUN_BREAK,-1,1,145.87,EUR,1,145.87,FR~6312~ ~~CRL~07/28/2023 17:30~FAO~07/28/2023 19:25~~
