outboundFlightId,DepartureDateTime,ArrivalDateTime,Airline,FlightNumber,DepartureAirport,ArrivalAirport,TotalPriceAllPassengers,TotalPriceOnePassenger,BaseFare,TaxSurcharge,CurrencyCode,ProductClass,Deeplink,ResultSet
BRUTFS20230708HV9061,2023-07-08T07:00:00,2023-07-08T10:30:00,HV,9061,BRU,TFS,301.0,301.0,263.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=8&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230712HV9061,2023-07-12T06:30:00,2023-07-12T10:00:00,HV,9061,BRU,TFS,257.0,257.0,219.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=12&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230715HV9061,2023-07-15T07:00:00,2023-07-15T10:30:00,HV,9061,BRU,TFS,301.0,301.0,263.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=15&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230719HV9061,2023-07-19T06:30:00,2023-07-19T10:00:00,HV,9061,BRU,TFS,278.0,278.0,240.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=19&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230722HV9061,2023-07-22T07:00:00,2023-07-22T10:30:00,HV,9061,BRU,TFS,301.0,301.0,263.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=22&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230726HV9061,2023-07-26T06:30:00,2023-07-26T10:00:00,HV,9061,BRU,TFS,257.0,257.0,219.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=26&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230729HV9061,2023-07-29T07:00:00,2023-07-29T10:30:00,HV,9061,BRU,TFS,257.0,257.0,219.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=29&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230802HV9061,2023-08-02T06:30:00,2023-08-02T10:00:00,HV,9061,BRU,TFS,216.0,216.0,178.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=2&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 8}
BRUTFS20230805HV9061,2023-08-05T07:00:00,2023-08-05T10:30:00,HV,9061,BRU,TFS,216.0,216.0,178.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=5&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 8}
BRUTFS20230809HV9061,2023-08-09T06:30:00,2023-08-09T10:00:00,HV,9061,BRU,TFS,185.0,185.0,147.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=9&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 8}
BRUTFS20230812HV9061,2023-08-12T07:00:00,2023-08-12T10:30:00,HV,9061,BRU,TFS,200.0,200.0,162.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=12&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 8}
BRUTFS20230816HV9061,2023-08-16T06:30:00,2023-08-16T10:00:00,HV,9061,BRU,TFS,185.0,185.0,147.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=16&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 8}
BRUTFS20230819HV9061,2023-08-19T07:00:00,2023-08-19T10:30:00,HV,9061,BRU,TFS,170.0,170.0,132.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=19&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 8}
BRUTFS20230823HV9061,2023-08-23T06:30:00,2023-08-23T10:00:00,HV,9061,BRU,TFS,85.0,85.0,47.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=23&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 8}
BRUTFS20230826HV9061,2023-08-26T07:00:00,2023-08-26T10:30:00,HV,9061,BRU,TFS,79.0,79.0,41.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=26&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 8}
BRUTFS20230830HV9061,2023-08-30T06:30:00,2023-08-30T10:00:00,HV,9061,BRU,TFS,139.0,139.0,101.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=30&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230902HV9061,2023-09-02T06:30:00,2023-09-02T10:00:00,HV,9061,BRU,TFS,170.0,170.0,132.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=2&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230906HV9061,2023-09-06T06:30:00,2023-09-06T10:00:00,HV,9061,BRU,TFS,139.0,139.0,101.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=6&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230909HV9061,2023-09-09T06:30:00,2023-09-09T10:00:00,HV,9061,BRU,TFS,170.0,170.0,132.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=9&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230913HV9061,2023-09-13T06:30:00,2023-09-13T10:00:00,HV,9061,BRU,TFS,79.0,79.0,41.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=13&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230916HV9061,2023-09-16T06:30:00,2023-09-16T10:00:00,HV,9061,BRU,TFS,154.0,154.0,116.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=16&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230920HV9061,2023-09-20T06:30:00,2023-09-20T10:00:00,HV,9061,BRU,TFS,139.0,139.0,101.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=20&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230923HV9061,2023-09-23T06:30:00,2023-09-23T10:00:00,HV,9061,BRU,TFS,170.0,170.0,132.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=23&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUTFS20230927HV9061,2023-09-27T06:30:00,2023-09-27T10:00:00,HV,9061,BRU,TFS,170.0,170.0,132.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=TFS&ap=1&cp=0&od=27&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
