outboundFlightId,DepartureDateTime,ArrivalDateTime,Airline,FlightNumber,DepartureAirport,ArrivalAirport,TotalPriceAllPassengers,TotalPriceOnePassenger,BaseFare,TaxSurcharge,CurrencyCode,ProductClass,Deeplink,ResultSet
BRUHER20230401HV9209,2023-04-01T06:35:00,2023-04-01T11:00:00,HV,9209,BRU,HER,329.0,329.0,291.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=1&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230404HV9211,2023-04-04T07:10:00,2023-04-04T11:35:00,HV,9211,BRU,HER,225.0,225.0,187.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=4&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230408HV9209,2023-04-08T06:35:00,2023-04-08T11:00:00,HV,9209,BRU,HER,175.0,175.0,137.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=8&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230411HV9211,2023-04-11T07:10:00,2023-04-11T11:35:00,HV,9211,BRU,HER,146.0,146.0,108.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=11&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230415HV9209,2023-04-15T06:35:00,2023-04-15T11:00:00,HV,9209,BRU,HER,161.0,161.0,123.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=15&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230418HV9211,2023-04-18T07:10:00,2023-04-18T11:35:00,HV,9211,BRU,HER,161.0,161.0,123.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=18&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230422HV9209,2023-04-22T06:35:00,2023-04-22T11:00:00,HV,9209,BRU,HER,309.0,309.0,271.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=22&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230425HV9211,2023-04-25T07:10:00,2023-04-25T11:35:00,HV,9211,BRU,HER,191.0,191.0,153.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=25&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230429HV9209,2023-04-29T06:35:00,2023-04-29T11:00:00,HV,9209,BRU,HER,274.0,274.0,236.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=29&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230502HV9211,2023-05-02T07:10:00,2023-05-02T11:35:00,HV,9211,BRU,HER,225.0,225.0,187.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=2&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230506HV9209,2023-05-06T06:35:00,2023-05-06T11:00:00,HV,9209,BRU,HER,207.0,207.0,169.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=6&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230509HV9211,2023-05-09T07:10:00,2023-05-09T11:35:00,HV,9211,BRU,HER,241.0,241.0,203.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=9&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230513HV9209,2023-05-13T06:35:00,2023-05-13T11:00:00,HV,9209,BRU,HER,241.0,241.0,203.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=13&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230516HV9211,2023-05-16T07:10:00,2023-05-16T11:35:00,HV,9211,BRU,HER,161.0,161.0,123.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=16&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230520HV9209,2023-05-20T06:35:00,2023-05-20T11:00:00,HV,9209,BRU,HER,146.0,146.0,108.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=20&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230523HV9211,2023-05-23T07:10:00,2023-05-23T11:35:00,HV,9211,BRU,HER,146.0,146.0,108.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=23&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230527HV9209,2023-05-27T06:35:00,2023-05-27T11:00:00,HV,9209,BRU,HER,175.0,175.0,137.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=27&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230530HV9211,2023-05-30T07:10:00,2023-05-30T11:35:00,HV,9211,BRU,HER,191.0,191.0,153.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=30&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230603HV9209,2023-06-03T06:35:00,2023-06-03T11:00:00,HV,9209,BRU,HER,161.0,161.0,123.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=3&om=6&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230606HV9211,2023-06-06T07:10:00,2023-06-06T11:35:00,HV,9211,BRU,HER,175.0,175.0,137.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=6&om=6&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230610HV9209,2023-06-10T06:35:00,2023-06-10T11:00:00,HV,9209,BRU,HER,175.0,175.0,137.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=10&om=6&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230613HV9211,2023-06-13T07:10:00,2023-06-13T11:35:00,HV,9211,BRU,HER,131.0,131.0,93.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=13&om=6&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230617HV9209,2023-06-17T06:35:00,2023-06-17T11:00:00,HV,9209,BRU,HER,146.0,146.0,108.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=17&om=6&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230620HV9211,2023-06-20T07:10:00,2023-06-20T11:35:00,HV,9211,BRU,HER,92.0,92.0,54.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=20&om=6&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230624HV9209,2023-06-24T06:35:00,2023-06-24T11:00:00,HV,9209,BRU,HER,161.0,161.0,123.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=24&om=6&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230627HV9211,2023-06-27T07:10:00,2023-06-27T11:35:00,HV,9211,BRU,HER,146.0,146.0,108.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=27&om=6&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230629HV9211,2023-06-29T15:55:00,2023-06-29T20:20:00,HV,9211,BRU,HER,131.0,131.0,93.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=29&om=6&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230701HV9209,2023-07-01T06:35:00,2023-07-01T11:00:00,HV,9209,BRU,HER,328.0,328.0,290.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=1&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230704HV9211,2023-07-04T07:15:00,2023-07-04T11:40:00,HV,9211,BRU,HER,206.0,206.0,168.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=4&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230706HV9211,2023-07-06T15:55:00,2023-07-06T20:20:00,HV,9211,BRU,HER,175.0,175.0,137.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=6&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230708HV9209,2023-07-08T06:35:00,2023-07-08T11:00:00,HV,9209,BRU,HER,292.0,292.0,254.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=8&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230711HV9211,2023-07-11T07:15:00,2023-07-11T11:40:00,HV,9211,BRU,HER,258.0,258.0,220.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=11&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230713HV9211,2023-07-13T15:55:00,2023-07-13T20:20:00,HV,9211,BRU,HER,175.0,175.0,137.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=13&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230715HV9209,2023-07-15T06:35:00,2023-07-15T11:00:00,HV,9209,BRU,HER,274.0,274.0,236.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=15&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230718HV9211,2023-07-18T07:15:00,2023-07-18T11:40:00,HV,9211,BRU,HER,258.0,258.0,220.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=18&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230720HV9211,2023-07-20T15:55:00,2023-07-20T20:20:00,HV,9211,BRU,HER,222.0,222.0,184.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=20&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230722HV9209,2023-07-22T06:35:00,2023-07-22T11:00:00,HV,9209,BRU,HER,310.0,310.0,272.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=22&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230725HV9211,2023-07-25T07:15:00,2023-07-25T11:40:00,HV,9211,BRU,HER,292.0,292.0,254.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=25&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230727HV9211,2023-07-27T15:55:00,2023-07-27T20:20:00,HV,9211,BRU,HER,222.0,222.0,184.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=27&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230729HV9209,2023-07-29T06:35:00,2023-07-29T11:00:00,HV,9209,BRU,HER,258.0,258.0,220.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=29&om=7&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230801HV9211,2023-08-01T07:15:00,2023-08-01T11:40:00,HV,9211,BRU,HER,241.0,241.0,203.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=1&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230803HV9211,2023-08-03T15:55:00,2023-08-03T20:20:00,HV,9211,BRU,HER,207.0,207.0,169.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=3&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230805HV9209,2023-08-05T06:35:00,2023-08-05T11:00:00,HV,9209,BRU,HER,274.0,274.0,236.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=5&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230808HV9211,2023-08-08T07:15:00,2023-08-08T11:40:00,HV,9211,BRU,HER,225.0,225.0,187.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=8&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230810HV9211,2023-08-10T15:55:00,2023-08-10T20:20:00,HV,9211,BRU,HER,175.0,175.0,137.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=10&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230812HV9209,2023-08-12T06:35:00,2023-08-12T11:00:00,HV,9209,BRU,HER,241.0,241.0,203.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=12&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230815HV9211,2023-08-15T07:15:00,2023-08-15T11:40:00,HV,9211,BRU,HER,161.0,161.0,123.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=15&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230817HV9211,2023-08-17T15:55:00,2023-08-17T20:20:00,HV,9211,BRU,HER,117.0,117.0,79.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=17&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230819HV9209,2023-08-19T06:35:00,2023-08-19T11:00:00,HV,9209,BRU,HER,161.0,161.0,123.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=19&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230822HV9211,2023-08-22T07:15:00,2023-08-22T11:40:00,HV,9211,BRU,HER,175.0,175.0,137.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=22&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230824HV9211,2023-08-24T15:55:00,2023-08-24T20:20:00,HV,9211,BRU,HER,65.0,65.0,27.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=24&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230826HV9209,2023-08-26T06:35:00,2023-08-26T11:00:00,HV,9209,BRU,HER,104.0,104.0,66.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=26&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230829HV9211,2023-08-29T07:15:00,2023-08-29T11:40:00,HV,9211,BRU,HER,104.0,104.0,66.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=29&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 13}
BRUHER20230829HV9211,2023-08-29T07:15:00,2023-08-29T11:40:00,HV,9211,BRU,HER,104.0,104.0,66.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=29&om=8&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230902HV9209,2023-09-02T06:35:00,2023-09-02T11:00:00,HV,9209,BRU,HER,161.0,161.0,123.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=2&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230905HV9211,2023-09-05T07:15:00,2023-09-05T11:40:00,HV,9211,BRU,HER,175.0,175.0,137.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=5&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230909HV9209,2023-09-09T06:35:00,2023-09-09T11:00:00,HV,9209,BRU,HER,175.0,175.0,137.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=9&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230912HV9211,2023-09-12T07:15:00,2023-09-12T11:40:00,HV,9211,BRU,HER,146.0,146.0,108.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=12&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230916HV9209,2023-09-16T06:35:00,2023-09-16T11:00:00,HV,9209,BRU,HER,131.0,131.0,93.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=16&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230919HV9211,2023-09-19T07:15:00,2023-09-19T11:40:00,HV,9211,BRU,HER,92.0,92.0,54.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=19&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230923HV9209,2023-09-23T06:35:00,2023-09-23T11:00:00,HV,9209,BRU,HER,117.0,117.0,79.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=23&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUHER20230926HV9211,2023-09-26T07:15:00,2023-09-26T11:40:00,HV,9211,BRU,HER,72.0,72.0,34.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=HER&ap=1&cp=0&od=26&om=9&oy=2023&utm_source=API&utm_medium=Public,{'count': 9}
BRUFAO20230402HV9007,2023-04-02T07:10:00,2023-04-02T09:05:00,HV,9007,BRU,FAO,215.0,215.0,177.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=2&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230403HV9007,2023-04-03T15:40:00,2023-04-03T17:35:00,HV,9007,BRU,FAO,197.0,197.0,159.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=3&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230406HV9007,2023-04-06T16:45:00,2023-04-06T18:40:00,HV,9007,BRU,FAO,135.0,135.0,97.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=6&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230407HV9007,2023-04-07T07:15:00,2023-04-07T09:10:00,HV,9007,BRU,FAO,180.0,180.0,142.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=7&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230409HV9007,2023-04-09T07:10:00,2023-04-09T09:05:00,HV,9007,BRU,FAO,109.0,109.0,71.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=9&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230410HV9007,2023-04-10T15:40:00,2023-04-10T17:35:00,HV,9007,BRU,FAO,97.0,97.0,59.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=10&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230413HV9007,2023-04-13T16:45:00,2023-04-13T18:40:00,HV,9007,BRU,FAO,61.0,61.0,23.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=13&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230414HV9007,2023-04-14T07:15:00,2023-04-14T09:10:00,HV,9007,BRU,FAO,61.0,61.0,23.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=14&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230416HV9007,2023-04-16T07:10:00,2023-04-16T09:05:00,HV,9007,BRU,FAO,109.0,109.0,71.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=16&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230417HV9007,2023-04-17T15:40:00,2023-04-17T17:35:00,HV,9007,BRU,FAO,87.0,87.0,49.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=17&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230420HV9007,2023-04-20T16:45:00,2023-04-20T18:40:00,HV,9007,BRU,FAO,135.0,135.0,97.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=20&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230421HV9007,2023-04-21T07:15:00,2023-04-21T09:10:00,HV,9007,BRU,FAO,165.0,165.0,127.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=21&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230423HV9007,2023-04-23T07:10:00,2023-04-23T09:05:00,HV,9007,BRU,FAO,233.0,233.0,195.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=23&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230424HV9007,2023-04-24T15:40:00,2023-04-24T17:35:00,HV,9007,BRU,FAO,215.0,215.0,177.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=24&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230427HV9007,2023-04-27T16:45:00,2023-04-27T18:40:00,HV,9007,BRU,FAO,215.0,215.0,177.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=27&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230428HV9007,2023-04-28T07:15:00,2023-04-28T09:10:00,HV,9007,BRU,FAO,215.0,215.0,177.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=28&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230430HV9007,2023-04-30T07:10:00,2023-04-30T09:05:00,HV,9007,BRU,FAO,165.0,165.0,127.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=30&om=4&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230501HV9007,2023-05-01T15:40:00,2023-05-01T17:35:00,HV,9007,BRU,FAO,180.0,180.0,142.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=1&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 18}
BRUFAO20230501HV9007,2023-05-01T15:40:00,2023-05-01T17:35:00,HV,9007,BRU,FAO,180.0,180.0,142.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=1&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 17}
BRUFAO20230504HV9007,2023-05-04T16:45:00,2023-05-04T18:40:00,HV,9007,BRU,FAO,97.0,97.0,59.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=4&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 17}
BRUFAO20230505HV9007,2023-05-05T07:15:00,2023-05-05T09:10:00,HV,9007,BRU,FAO,87.0,87.0,49.86,37.14,EUR,Basic,https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=5&om=5&oy=2023&utm_source=API&utm_medium=Public,{'count': 17}
