date_data_recieved,departDate,arrivalDate,flightNumber,productId,depTime,arrivalTime,departAirportCode,arrivalAirportCode,journeyType,totalNumberOfStops,journeyDuration,arrivalAirportName,departAirportName,availableSeats,carrierCode,carrierName,totalPrice
2023-03-29,2023-05-14,2023-05-14,2341,eJyMkl+L4jwYxb+KPN4+mcnTJqPJnSlOfVHsS21xFhHpn3TpjqtDqwuDmM++ZBV2vNvbc36cnJzkAgVoWK7mOM1TzAwScuT4f47JcrqefMPJYoGnrv3od32xtz2upwbliwSEEvRmAybNMZ0lGPAgZFwyEhkJTVJz/qCpu5YZDEJB+EqImETrGBG2W4QK9OYC5fH43h6+R/ui70HDKwHCoX9/qryQNCvb/WorCxqS6O40RWdN0bd9dKxvxjr+Yq3sfj+3n6CBuyRyA/cWOo+4QBJ3jjty7u3O/zieu4P9vOG+O5ckBpnxfQcmzdNZ8kj+Dc+M85QbOGfS3HH5TOLZRwz+jOHSWfIg+jWcu6d1Zf31rt15b5fnn6XtfA1JHK5bBI+QFiOqKhGOWUlkmSAlWakazlQYNOO6LhUfj/VH0Z3aU3s8MN6QDITiTDXFCxNj8cLUKKyYkKNahDW3RAoQLOgLmEkcT+Kp/w3Jzkzi3X/LCK4IDWhIp6t8kQ3/5fTh7dFDFihNgQ6UFuJJKjVcruZDk+bMr3j9HQAA//+zrqx2,14:15,19:15,BRU,RHO,Direct,0,4u 0m,Rhodos,Brussel,10,TB,TUI fly,309.99
2023-03-29,2023-05-16,2023-05-16,2341,eJyMkl2L4j4Yxb+KPN4+mcnTJtXkzojWP4r90xecRUT6ki7dcXVodWEQ89mXjsK6d3t7zo+Tk5NcIQcN62SJsyzG1CAhR47/ZxitZ5vJN5ysVnhum49u3+UH2+FmZlAGEhAK0NstmDjDeBGhxz2fcckoSHmgOdecP2tEDy016PmCcE6ImMw3ISLsdggl6O0VitPpvTl+nx7yrgMNcwKEY/f+UvZCVCe2/dWUFjQk84dT5601edd001N1Nzbhk5XYw2FpP0EDd8ncDdyb73rEeZK4c9yRc28P/sfp0h7t5x3vu3NJwSA1fd+BibN4Ef1N/glPjespN3DOxJnj8pWC1z5i8DWGixfRs/i1hnOPtLaonu/aXg52fflZ2LavIYnDbYfQI74WIypL4Y9ZQWSZICVZoWrOlO/V46oqFB+P9UfenptzczoyXpP0hOJM1XnAxFgETI38kgk5qoRfcUukAMGCvoKZhOEknPW/IdqbSbj/bz2FG0INGuJZkq3S4b+cPrw/us88pcnTntJCvEilhutkOTRxxvoVb78DAAD//8T2rH8=,06:00,11:00,BRU,RHO,Direct,0,4u 0m,Rhodos,Brussel,2,TB,TUI fly,569.99
2023-03-29,2023-05-16,2023-05-16,2371,eJyMkl+L4jAUxb+KXF9vZnLbprZ5s+rUxWIXG3EWEemfdOmOa4dWFwYxn33JKOz4tq/n/Dg5OckFcpCwzBY4W69QRUjIkeP3NabL2Wb8A8dJgqeuee/3fX7QPW5mEQpfAEIBcruFNFO4mqfocMdlXDDyFbmSc8n5gxZI+tRUhI47InwhREymmxgRdjuEEuT2AkXbvjXHn5ND3vcg4YUA4di/PZVWSOtMd3+aUoOEZHp36rzTUd43/aStbsYm/mJl+nBY6A+QwE0yNQPz6hqLGEcQN4YbMub1zv9qz91Rf9xw250L8gcqsn0HaaZW8/SR/BeuImMpMzAmzZTh4pn8Zxsx+BzDrObpg2jXMOae1hXV17t254Nenn8XurM1BHG47hAswqU3orL03IAVRJp5FApWhDVnoevUQVUVIQ8C+Z53p+bUtEfGaxKOF3IW1rnPvMDzWThyS+aJUeW5FddEISBokBeIxnE8jmf2N6T7aBzvvy0ncEWoQcJqlq0TNfyf04e3R3eZE0pypBNKz3sSPg2X2WKYZorZFa9/AwAA///Ss6yN,13:00,18:10,OST,RHO,Direct,0,4u 10m,Rhodos,Brugge-Oostende,10,TB,TUI fly,219.99
2023-03-29,2023-05-19,2023-05-19,2341,eJyMkl+L4jAUxb+KXF9vZnLbRE3ejHTqotilf3AWEemfdOmOq0OrC4OYz750FNZ9m9dzfpycnOQCOWhYJQsMshhTg4QcOX7PMFoF6+kPnC6XeGqb927X5Xvb4TowKEcSEArQmw2YOMN4HqHHPZ9xyUilfKQ515w/akR3LTXo+YLwhRAxCdYhImy3CCXozQWK4/GtOfyc7fOuAw0vBAiH7u2p7IWoTmz7pyktaEiCu1PnrTV513SzY3Uz1uGDldj9fmE/QAN3SeAG7tV3PeI8Sdw57si51zv/63huD/bjhvfduSQ1SE3fd2DiLJ5H/5P/wlPjesoNnDNx5rh8JvXcRww+x3DxPHoUP9dw7p7WFtXjXdvz3q7Ovwvb9jUkcbhuEXrE02JMZSn8CSuILBOkJCtUzZnyvXpSVYXik4l+z9tTc2qOB8Zrkp5QnKk6HzExESOmxn7JhBxXwq+4JVKAYEFfwEzDcBoG/W+IdmYa7r6tZnBFqEFDHCTZMh1+5fTh7dF95ilNnvaUFuJJKjVcJYuhiTPWr3j9GwAA///S26yI,06:00,11:00,BRU,RHO,Direct,0,4u 0m,Rhodos,Brussel,1,TB,TUI fly,559.99
2023-03-29,2023-05-20,2023-05-20,2341,eJyMkt+K4jAYxV9FPm+/zCRpoiZ3Rpy6WOxSW5xFRPonXbrj2qHVhUHMsy9ZhR3v5vacHycnJ7lADhpW6yXOswRTgwwpUvyeYbyab6Y/cBpFeOqa937f5wfb42ZuUI4kIBSgt1swSYbJIkZOeUCoJJymTGgmNaUPmrprqUEeCIYvDBEjswkRYbdDKEFvL1C07Vtz/Dk75H0PGl4YIBz7t6fSC3G9tt2fprSgITJ3p847a/K+6WdtdTM24SdrbQ+Hpf0ADdRFxg3ca+A84rhk1DnqmHOvd/5Xe+6O9uOG++5UcjpIje87MEmWLOJH8n94apyn3MA5k2SOymdOn33E4N8YLlnED6Jfw7l7WldUn+/anQ92df5d2M7XkIzCdYfgEarFmJWlCCakYMwSwZQkhaopUQGvJ1VVKDqZ6Pe8OzWnpj0SWjPJhaJE1fmIiIkYETUOSiLkuBJBRS1jChAs6AuYaRhOw7n/DfHeTMP9t9UMrgg1aEjm6yxKh185fXh79IBwpRnXXGkhnqRSw9V6OTRJRvyK178BAAD//3oorFI=,14:15,19:15,BRU,RHO,Direct,0,4u 0m,Rhodos,Brussel,10,TB,TUI fly,209.99
2023-03-29,2023-05-20,2023-05-20,2371,eJyMkV9v2jAUxb8Kurxet9eODdhvSUXTCZRMJIhOCKH8caasDKoEJlUIf/bJBWnlba/n/HR8fO4ZCjCQZDOcLheYR8iRkPD7EtNkugp/YDif47Fr3/ttX+xsj6tphGqkAKEEs15DmuW4eElRkAgYKSYo59IEZIjuNG3kp5ZHKIIxx2eOiEm4ihFhs0GowKzPUB4Ob+3+59Ou6Hsw8MwBYd+/PVReSJvMdn/ayvrG4c1pis5GRd/2T4f6aqziL1Zmd7uZ/QAD5JLQDdxr4DzihOLkHDnu3OuN/3U4dXv7ccV9d1KCBnnk+w7SLF+8pPfkv/A8cp5yA+fSLHekHgU9+ojB5xhu8ZLeiX4N525pXVl//Wt32tnk9Lu0na+hOMFlg+ARbuSYV5UMJqzk3DLJtWKlbojpQDSTui41TSbmveiO7bE97Bk1XAmpiemmGDE5kSOmx0HFpBrXMqjJcq4BwYI5QxTGcRhP/YTpNgrj7bfkCS4IDRhYTLPlPB/+z+vD69EDJrThwghtpHxQIz5MstkwzXLmV7z8DQAA//+9p6yA,14:30,19:40,OST,RHO,Direct,0,4u 10m,Rhodos,Brugge-Oostende,10,TB,TUI fly,264.99
2023-03-29,2023-05-21,2023-05-21,2365,eJyMklGL4jAcxL+K/H39ZzdJm1rzZsSNh8UeWnEPEUlrcvTWs0urB4uYz35kFW59u9eZH5PJJBcwIGG+nOFktcBCIUOKFL+vMJ9P1qMfOMoyPLX1e7frzMF2uJ4oFIkAhBLkZgOZ1riY5sgpjwgVhLOCcRkLSemDNpDRp1Yo5FEi8IUhYqbWGhG2W4QK5OYCZdO81cef44PpOpDwwgDh2L09VUHI3dK2f+rKgoRM3R1nWqtMV3fjZn8z1vqLtbSHw8x+gATqM+V7/jXyAfFcMOo99cz71zv/qzm3R/txw0N3KjjrFSr07WVaL6b5I/kvvFA+UL7nfaa1p+KZs+cQ0fscwy+m+YMY1vD+ntaW+693bc8HOz//Lm0baghG4bpFCAiTrKQuFaUjQ04diV0ak+EgrohLB2bvnLMujeS7aU/1qW6OJDGxoK5KCOcDRuJkaIlJqpQYk/KEiT1NTAoIFuQF1EjrkZ6E35Dv1Ejvvs3HcEVwIGExWa6yov8/p/dvjx4RPpSMSz6Ugj9FvD9fzvqZ1iSMeP0bAAD//9fxrnM=,12:45,17:35,LGG,RHO,Direct,0,3u 50m,Rhodos,Luik,10,TB,TUI fly,209.99
2023-03-29,2023-05-21,2023-05-21,2341,eJyMklGL4jAcxL+K/H39ZzeJTW3zZsSth8UetcU9RCStydFbzy6tHixiPvuRU7j1bV9nfkwmk1xAg4TlaoGzMsdCIUOKFL+XmC1n68kPnKQpnrrmvd/1+mB6XM8UilAAQgVyswGVl5jPM+SUjwgVhLOCBZIJSemDFt+1QiEfBQxfGCKmap0gwnaLUIPcXKBq27fm+HN60H0PEl4YIBz7t6faC5ldme5PUxuQkKq7Y3VnlO6bftrub8Y6+WStzOGwMB8ggbpUuYF7HTmPOC4YdY465tzrnf/Vnruj+bjhvjsVnA0K5fsOVF7m8+yR/B9eKOcpN3BO5aWj4pmzZx8x+DeGy+fZg+jXcO6e1lX7z3ftzgezPP+uTOdrCEbhukXwCJWsojYSlSUxp5YENgpIPA5qYqOx3ltrjY1G8l13p+bUtEcS6kBQW4eE8zEjQRgbosM6IlpHPGRiT0MdAYIBeQE1SZJJMvO/IdupSbL7tpzCFcGChHy2KtNi+JXTh7dHHxEeS8Ylj6XgTzwMh8vVYqjykvgVr38DAAD//60OrtM=,14:15,19:15,BRU,RHO,Direct,0,4u 0m,Rhodos,Brussel,10,TB,TUI fly,209.99
2023-03-29,2023-05-23,2023-05-23,2341,eJyMkVGL4jAUhf+KXF9vZpK0qTVvRpy6KO1SW5xFRNKaLN1x7dDqwiDmty8ZhXXf5vWcj5OTcy+gQUK6WuCszLFQyJAixe8lZulsPfmBk+UST13z3u96fTA9rmcKRSQAoQK52YDKS8znGXLKA0IF4UFBI0mppPRRY+yuFQp5EDJ8YYiYqnWCCNstQg1yc4Gqbd+a48/pQfc9SHhhgHDs355qL2R2Zbo/TW18Y3V3rO6M0n3TT9v9zVgnD9bKHA4L8wESqEuVG7jXwHnEccGoc9Qx517v/K/23B3Nxw333angwaBQvu9A5WU+z/4n/4UXynnKDZxTeemoeObBs48YfI7h8nn2KH6u4dw9rav2j3/tzgeTnn9XpvM1BKNw3SJ4hElWURuLypIxp5aENg7JeBTWxMYjvbfWGhsH8l13p+bUtEcS6VBQW0eE8xEjYTQ2REd1TLSOecTEnkY6BgQD8gJqkiSTZOYnzHZqkuy+pVO4IliQkM9W5bIYfuX14e3oAeFjybjkYyn4E4+iYbpaDFVeEr/i9W8AAAD//5N/rsI=,06:00,11:00,BRU,RHO,Direct,0,4u 0m,Rhodos,Brussel,10,TB,TUI fly,269.99
2023-03-29,2023-05-23,2023-05-23,2371,eJyMkt+K4jAYxV9FPm+/zCSpqTV3dtC6+CeLjTiLiKQ1Wbrj2qHVhUHMsy8ZhR3v9vacHycnJ7mAAQmLfIqj1RJ1igwpUvy+QrUYrYc/cDib4amp3ttdaw62xfUoRRELQChAbjagco3LiUJOeUSoIDzSLJKUSkoftESyT02nyKM+wzFDxPl4nSHCdotQgtxcoKjrt+r48+Vg2hYkjBkgHNu3pzIIyuW2+VOVFiTMx3fHmcampq3al3p/M9bZFyu3h8PUfoAE6udj3/GvkQ+I54JR76ln3r/e+V/1uTnajxseulPBo45OQ9+OyvVyoh7Jf+E69YHyHe9Vrj0Vzzx6DhGdzzH8cqIexLCG9/e0pth/vWtzPtjF+Xdhm1BDMArXLUJAqGQFdYkoHBlw6kjPJT0y6PdK4pK+2TvnrEsi+W6aU3Wq6iOJTU9QV8aE8z4jvXhgiYnLhBiT8JiJPY1NAggW5AXSYZYNs1H4DWqXDrPdt8ULXBEcSFiO8tVMd//n9O7t0SPCB5JxyQdS8CceJd1FPu2qXJOw4vVvAAAA//8IZ68Y,13:00,18:10,OST,RHO,Direct,0,4u 10m,Rhodos,Brugge-Oostende,10,TB,TUI fly,259.99
2023-03-29,2023-05-25,2023-05-25,2365,eJyMklGL4j4Uxb+KXF9vZm5S06l5a8WJfyz2j1acRUTSmizdcXVodWEQ89mXjMK6b/t6zo+Tk5NcwICC2WKK4+Ucyww5EhL+v8RiNl6l3zDNczy1zUe37czedrgaZyhjCQgVqPUacq1xPilQkIgYSSZkSbEiUkSPGicVyaCVGYoolvjKETFPVxoRNhuEGtT6AtXx+N4cvo/2putAwSsHhEP3/lQHoXAL2/5qagsK8vTuONPazHRNNzrubsZKP1gLu99P7ScoIJ+nvuffIh8QLyQn78lz79/u/I/juT3YzxseupMUsldmoW8v13o+Kf4m/4SXmQ+U73mfa+1JPgv5HCJ6X2P4+aR4FL/W8P6e1la7x7u2572dnX9Wtg01JCe4bhACQopX5BJZOTYU5NjAJQM2fBnUzCUvZuecsy6J1IdpT82pOR5YbAaSXB0zIV44G8RDy0xcJ8yYRMRc7ig2CSBYUBfIUq1TPQ6/odhmqd7+NxvBFcGBgvl4sczL/r+c3r89esTEUHGhxFBJ8RSJ/mwx7edaszDi9XcAAAD//8UUrmc=,06:00,10:35,LGG,RHO,Direct,0,3u 35m,Rhodos,Luik,10,TB,TUI fly,204.99
2023-03-29,2023-05-26,2023-05-26,2341,eJyMklGL4jAcxL+K/H39ZzdJm1jz1ohbD8WetcU9RCStydFbT5dWDxYxn/3oKpz3tq8zPyaTSS5gQMF8OcVxkWGukSFFit8LTOfjVfwD49kMT0393m5bs7ctrsYahRSAUIJar0FnBWaTFDnlAaGCcJlTqShVlD5qjN21XCMPQoYvDBEX8SpBhM0GoQK1vkB5PL7Vh5+jvWlbUPDCAOHQvj1VnZC6pW3+1JUFBYv47jjTWG3auh0ddzdjlTxYS7vfT+0HKKB+Efuefw18h3guGPWeeub9653/dTw3B/txw7vuVHDZy3XXt6ezIpuk/5P/wnPtO8r3vNdZ4al45vK5i+h9juGzSfoofq7h/T2tKXePd23Oezs//y5t09UQjMJ1g9AhgWIldZEoHRly6kjoopAMB2FFXDQwO+ecdVGg3k1zqk/18UCkCQV1lSScDxgJ5dASI6uIGBNxycSOShMBggV1AR0nSZyMu9+QbnWcbL/NR3BFcKAgGy+LWd7/yun926MHhA8V44oPleBPXMr+fDnt66wg3YrXvwEAAP//vQau3Q==,06:00,11:00,BRU,RHO,Direct,0,4u 0m,Rhodos,Brussel,10,TB,TUI fly,409.99
2023-03-29,2023-05-27,2023-05-27,2341,eJyMkt+K4jAYxV9FPm+/zCSx6Z/cGXXqotiltjiLiKQ1Wbrj6tDqwiDm2Zeswo53c3vOj5OTk1xAg4TFcoaTMsdCIUOKFL+XmC0mq+EPHM7neGqb927b6b3pcDVRKEIBCBXI9RpUXmI+zZBTPiBUEB4VLJBMSEoftOSuFQr5IGD4whAxG69SRNhsEGqQ6wtUx+Nbc/g52uuuAwkvDBAO3dtT7YXMLk37p6kNSMjGd8fq1ijdNd3ouLsZq/STtTT7/cx8gATqsrHrudeB84jjglHnqGPOvd75X8dzezAfN9x3p4JHvUL5vj2Vl/k0eyT/hxfKecr1nFN56ah45tGzj+j9G8Pl0+xB9Gs4d09rq93nu7bnvVmcf1em9TUEo3DdIHiES1ZRG4vKkoRTSwIbBySJgprYONI7a62x8UC+6/bUnJrjgYQ6ENTWIeE8YiQIE0N0WMdE65iHTOxoqGNAMCAvoIZpOkwn/jdkWzVMt98WI7giWJCQT5blvOh/5fT+7dEHhCeScckTKfgTD8P+Yjnrq7wkfsXr3wAAAP//Bu+vDA==,14:15,19:15,BRU,RHO,Direct,0,4u 0m,Rhodos,Brussel,10,TB,TUI fly,319.99
2023-03-29,2023-05-27,2023-05-27,2371,eJyMkV+L4jAUxb+KXF9vZpK06Z+82eLURWkXW3EWEUlrsnTHtUOrC4OYz75kFHZ829dzfpycnHsBBRLyco7T1RKrBBlSpPh9hUU+XU9+4GSxwFPfvg+7QR30gOtpgiIQgFCD3GygKCtczgrklHuECsLDivnSo5LSBy2W/qdWJci9kOELQ8Q8XWeIsN0iNCA3F6i77q09/kwPahhAwgsDhOPw9tQ4oTCl7v+0jXaN07tjVK8TNbRD2u1vxjr7YpX6cJjrD5BAbZ7akX31rEMsF4xaSy2z9vXO/+rO/VF/3HDXnQoejqrE9R0VZbWcFY/kv/AqsY6yI2uLsrJUPPPw2UWMPsewy1nxILo1rL2n9fX+61/780Hn59+17l0NwShctwgOYZLV1ESiNiTm1BDfRD6JQ78hJgrV3hijTeTJd9Wf2lPbHUmgfEFNExDOQ0b8INZEBU1ElIp4wMSeBioCBA3yAskkyybZ1E1Y7JJJtvuWp3BFMCBhOS1Xi2r8P6+Pb0f3CI8l45LHUvAn7kXjvJyPi7IibsXr3wAAAP//MCyvMw==,14:30,19:40,OST,RHO,Direct,0,4u 10m,Rhodos,Brugge-Oostende,10,TB,TUI fly,274.99
2023-03-29,2023-05-28,2023-05-28,2365,eJyMkt+K4jAYxV9FPm+/zORP09bcGXHiYrCLVpxFRFqbLt1xdWh1YRDz7EtGYce7vT3nx8nJSS5QgILZYorj5RxzjQwpUvy+xGw2Xg1/4NBaPLXNe7ftir3rcDXWKGMJCCWo9RqsMTifZMgpF4RKwtOccRVJRemDlijxqeUauYglvjBEtHplEGGzQdiBWl+gPB7fmsPP0b7oOlDwwgDh0L097YKQ1QvX/ml2DhRYfXfqonW66JpudKxuxsp8sRZuv5+6D1BAvdW+51+FD4jnklHvqWfev975X8dze3AfNzx0p5KnvVyHvj1rzHySPZL/wnPtA+V73ltjPJXPPH0OEb3PMfx8kj2IYQ3v72ltWX29a3veu9n5d+naUEMyCtcNQkCYktWgTKo6JY7VBYnYLiKDmDFSizhirEjrSjD1XrSn5tQcDyRJXBWJJCFRLCiJYhmRlEUxYZFIBzIRZVFxQHCgLqCHxgzNOPyGbKuHZvttNoIrQg0K5uPF0ub9/zm9f3t0QfhAMa4EVZQ+0UHcny2mfWsMCSte/wYAAP//v96siw==,12:45,17:35,LGG,RHO,Direct,0,3u 50m,Rhodos,Luik,10,TB,TUI fly,209.99
2023-03-29,2023-05-28,2023-05-28,2341,eJyMklGL4jAUhf+KXF9vZnKbpq15M+LUxWKX2uIsItLadOmOq0OrC4OY375kFXZ8m9dzPk5OTnKBEhQslnOcFhnmGgk5cvxeYLqYrsY/cJwkeOra937bl3vT42qqUQYSECpQ6zXorMBslqLHPcG4ZF6Uk69IKs4ftNFdyzV6wid8IURM9CpGhM0GYQdqfYHqeHxrDz8n+7LvQcELAcKhf3vaOSFtlqb70+4MKEj03WnKzuiyb/vJsb4Zq/iTtTT7/dx8gAJuE20H9lVYh1hPEreWW7L29c7/Op67g/m44a47l140yLXrO9BZkc3SR/J/eK6to+zAWp0VlstnL3p2EYN/Y9hslj6Ibg1r72ldVX++a3fem8X5d2U6V0MSh+sGwSGkZD2qwrqJmKGmZD7tfDYKiFgjAp+ojJpakHovu1N7ao8HFoam9kUYMj8QnPmB9FlEfsDIF9FIhqIqaw8QDKgL6HEcj+Op+w3pVo/j7bfFBK4IDSjIpssiyYdfOX14e3TBvJEiTwmuOH8iIYeL5Xyos4K5Fa9/AwAA///nTayt,14:15,19:15,BRU,RHO,Direct,0,4u 0m,Rhodos,Brussel,10,TB,TUI fly,209.99
2023-03-29,2023-05-30,2023-05-30,2341,eJyMklGPmkAUhf+Kub7e2Z3LMKDz5qiLjUYahLiNMQZkaOha2YA22RjntzezmtS+7es5Xw6Hc+cCOShYruY4zRJMNRJy5Pg9w3g5XY9+4GixwFNbv3e7Lj+YDtdTjTKQgFCA2mxAJxkmsxg97gnGJRM85YHiXHH+qBHdtVSjJ3zCF0LEeLKOEGG7RdiD2lygaJq3+vhzfMi7DhS8ECAcu7envRPiamXaP/XegIJ4cneqvDU67+pu3JQ3Yx09WCtzOMzNByjgNp7Ynn0V1iHWk8St5Zasfb3zv5pzezQfN9x151LwXqpd355OsmQW/0/+C0+1dZTtWauTzHL5LPizi+h9jmGTWfwofq5h7T2tLcrHf23PB7M8/y5M62pI4nDdIjjEU7IcFmFZDZihKmc+7X02DIhYJQKfKB9UpSD1nren+lQ3RxaGpvRFGDI/EJz5gfTZgPyAkS8GQxmKIi89QDCgLqBHUTSKpu41xDs9inbflmO4IlSgIJmuskXa/8rX+7ejC+YNFXlKuKM/kZD95Wre10nG3IrXvwEAAP//obusfg==,06:00,11:00,BRU,RHO,Direct,0,4u 0m,Rhodos,Brussel,10,TB,TUI fly,319.99
2023-03-29,2023-05-30,2023-05-30,2371,eJyMklGL4jAUhf+KXF9vZnKbptW82UHrYjGLjTiLiLQ2Xbrj6tDqwiDmty8ZhR3f9vWcj9PTc3OBAhTM8xmOlws0CRJy5Ph9iXo+Xo1+4CjL8NQ27922K/a2w9U4QRlJQChBrdegc4OLqcaAB4JxyQQ3JBTnivMHbaDoUzMJBiImnBAiZpNVigibDcIO1PoC5fH41hx+vuyLrgMFEwKEQ/f2tPOCrnPb/ml2FhRkk7tTF61Niq7pXo7VzVilX6zc7vcz+wEKuMsmrudehfOICyRx57gj517v/K/juT3Yjxvuu3MpeM8kvm9P52Yx1Y/kv3CTOE+5nnM6N47LZ8GffUTvcwy3mOoH0a/h3D2tLauv/9qe93Z+/l3a1teQxOG6QfAIKVkNy7iqB8xSXbCQdiEbRkSsFlFIVAzqSpB6L9pTc2qOBxbHtgpFHLMwEpyFkQzZgMKIUSgGQxmLsqgCQLCgLpCM0nSUjv1r0NtklG6/zV/gilCDgsU4X2am/z9f79+OLlgwVBQo4Y/+xCPZn+ezvs4N8yte/wYAAP//9R+sww==,13:00,18:10,OST,RHO,Direct,0,4u 10m,Rhodos,Brugge-Oostende,10,TB,TUI fly,229.99
2023-03-29,2023-06-01,2023-06-01,2365,eJyMklGPoj4Uxb+Kub7eztxSKNo3MVr/gcg/inE2xhiQsmGHlQnoJhNjP/umo8m6b/t6zi+Hw+m9Qg4KlusYZ5sVZhFyJCT8f4PpcradfMNJkuC5qz/6Q583psftLMJABoBQgNrtINEaV4sUPfIEI8mIZyQVkSJ61jgpETgti9ATMsA5R8R4vtWIsN8jHEHtrlC07Xt9+j5t8r4HBXMOCKf+/eXohLRam+5XfTSgIJ4/nCrvTJT3dT9ty7ux1U/W2jRNbD5BAdl4bgf2TViHWC/gZC1Zbu3bg//RXrqT+bzjrjtJ4oMscn0HidarRfo3+Sc8i6yj7MDaRGtL8pX4q4sYfI1hV4v0Wfxaw9pHWleUz//aXRqzvPwsTOdqBJzgtkdwCKmgHBdhWY2Y4VXOfH702Vhyziohfc7zUVUKrj7y7lyf6/bEwtCUvghD5ktBzJeBz0bcl4z7YjQOQlHkpQcIBtQVoonWEz1z15Aeook+/Lecwg2hAgWr2XqTZMN/+frw/uiCeWPFPSXcIbzQWA6X63iYaM3cirffAQAA//9yOKxX,06:00,10:35,LGG,RHO,Direct,0,3u 35m,Rhodos,Luik,10,TB,TUI fly,199.99
2023-03-29,2023-06-02,2023-06-02,2341,eJyMklGPmkAUhf+Kub7e2Z3LwKDzxhgXG41UhLiNMQZkaOha3YA22RjntzezmtS+7es5Xw6Hc+cCBSiYL6c4zlPMNBJy5Pg9x2Q+XkU/MJrN8NQ27922K/amw9VYYyADQChBrdeg0xzTSYIe9wTjknEv41Jxrjh/1IjuWqbREz7hCyHiIlrFiLDZIOxArS9QHo9vzeHnaF90HSh4IUA4dG9POyck9dK0f5qdAQWL6O7URWt00TXd6FjdjFX8YC3Nfj81H6CA20Vke/ZVWIdYLyBuLbdk7eud/3U8twfzccNddy6518u069vTaZ5Okv/Jf+GZto6yPWt1mlsun7n37CJ6n2PYdJI8ip9rWHtPa8vq8V/b897Mz79L07oaAXG4bhAcIlRQDcuwqgfMUF0wn3Y+G0oiVgvpExWDuhKk3ov21Jya44GFoal8EYbMl4IzXwY+G5AvGfliMAxCURaVBwgG1AV0FMdRPHavIdnqKN5+m4/gilCDgnS8zGdZ/ytf79+OLpg3VOQp4Y7+RCLoz5fTvk5z5la8/g0AAP//mieseg==,06:00,11:00,BRU,RHO,Direct,0,4u 0m,Rhodos,Brussel,7,TB,TUI fly,409.99
2023-03-29,2023-06-03,2023-06-03,2341,eJyMklGL4j4Uxb+KXF9vZnKbtNW8GdH6V7F/aouziEhr06U7rh1aXRjEfPYlq7Dj276e8+Pk5CRXyEHBar3ASZZgqpGQI8f/M4xXk83oG46WSzy39Ue37/Kj6XAz0egHPiAUoLZb0EmGySxGj3uC8YBxkZJU5CvOn7ThQ0s1ekISTgkR59NNhAi7HcIB1PYKRdO816fv42PedaBgSoBw6t5fDk6Iq7Vpf9UHAwrm04dT5a3ReVd346a8G5voi7U2x+PCfIICbudT27NvwjrEej5xa7kla98e/I/m0p7M5x133XnARS/Vrm9PJ1kyi5/Jv+Gpto6yPWt1klkevHLx6iJ6f8awySx+Et0a1j7S2qL8etf2cjSry8/CtK6GTxxuOwSHcOWXwyIsqwEzVOVM0kGyYUDEKhFIonxQlYLUR96e63PdnFgYmlKKMGQyEJzJwJdsQDJgJMVg6IeiyEsPEAyoK+hRFI2iifsN8V6Pov1/qzHcECpQkEzW2TLt/8vp/fujC+YNFXlKcMX5Cwm/v1ov+jrJmFvx9jsAAP//yR+smA==,14:15,19:15,BRU,RHO,Direct,0,4u 0m,Rhodos,Brussel,10,TB,TUI fly,169.99
2023-03-29,2023-06-03,2023-06-03,2371,eJyMklGL4jAUhf+KXF9vZpImTTVvVjp1VcxiI84iIq1Nl+64dmh1YRDz25eMwo5v+3rOx+npyb1ADgoW2QyT1RJNjAwpUvy+Qr1I1qMfOJrP8dTW792uyw+2w3USYyhDQChAbTagM4PLicaABpxQSSg3TChOFaUP2lCJT83EGPCI4QtDxGmyThFhu0XYg9pcoGiat/r4c3zIuw4UvDBAOHZvT3sv6Cqz7Z96b0HBNLk7Vd7aOO/qbtyUN2OdfrEyezjM7AcooG6auJ575c4jLggZdY465tzrnf/VnNuj/bjhvjuVlPdM7Pv2dGaWE/1I/gs3sfOU6zmnM+OofKb82Uf0Psdwy4l+EP0azt3T2qL8+q/t+WAX59+FbX2NkFG4bhE8QlVYDouorAbEsiongu0FGUrGSMWlYCwfVCVn6j1vT/Wpbo4kimwpeBQRITklQoaCDJiQhAk+GIYRL/IyAAQL6gLxKE1HaeKvQe/iUbr7thjDFaECBcskW81N/3++3r89OifBULHgdghPVIb9RTbr68wQv+L1bwAAAP//+8OsyA==,14:30,19:40,OST,RHO,Direct,0,4u 10m,Rhodos,Brugge-Oostende,10,TB,TUI fly,164.99
